event,time,magnitude,e_magnitude,band,ra,dec,source,refs
1998bw,51022.36,15.75,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51022.36,15.75,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51022.36,16.41,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51022.36,16.41,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51032.34,17.3,0.05,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51032.34,17.3,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51032.34,15.96,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51032.34,15.96,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51032.34,16.56,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51032.34,16.56,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51033.34,17.24,0.07,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51033.34,17.24,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51033.34,15.93,0.04,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51033.34,15.93,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51033.34,16.52,0.04,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51033.34,16.52,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51035.34,17.27,0.04,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51035.34,17.27,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51035.34,15.97,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51035.34,15.97,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51035.34,16.61,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51035.34,16.61,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51036.34,17.34,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51036.34,17.34,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51036.34,16.02,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51036.34,16.02,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51036.34,16.62,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51036.34,16.62,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51037.33,17.35,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51037.33,17.35,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51037.33,16.04,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51037.33,16.04,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51037.33,16.67,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51037.33,16.67,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51039.32,17.32,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51039.32,17.32,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51039.32,16.07,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51039.32,16.07,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51039.32,16.68,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51039.32,16.68,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51040.27,17.36,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51040.27,17.36,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51040.27,16.09,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51040.27,16.09,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51040.27,16.74,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51040.27,16.74,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51041.3,16.75,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51041.3,16.75,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51041.34,17.39,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51041.34,17.39,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51041.34,16.84,0.04,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51041.34,16.84,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51042.32,17.41,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51042.32,17.41,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51042.32,16.12,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51042.32,16.12,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51042.32,16.76,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51042.32,16.76,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51043.31,17.42,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51043.31,17.42,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51043.31,16.17,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51043.31,16.17,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51043.31,16.76,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51043.31,16.76,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51045.3,17.44,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51045.3,17.44,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51045.3,16.18,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51045.3,16.18,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51045.3,16.82,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51045.3,16.82,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51046.29,17.43,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51046.29,17.43,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51046.3,17.44,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51046.3,17.44,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51046.3,16.2,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51046.3,16.2,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51046.3,16.84,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51046.3,16.84,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51047.31,17.45,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51047.31,17.45,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51047.31,16.21,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51047.31,16.21,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51047.31,16.83,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
