time	mag	mag_limit	dmag	instrument	band	mag_unit	mag_type	time_unit	extinction_correted	dtime	time_frame
16.188	17.809	0	0.068	PST2	I_{c}	AB	apparent	days	False	NaN	observer
17.22	17.777	0	0.055	PST2	I_{c}	AB	apparent	days	False	NaN	observer
18.187	17.879	0	0.094	PST2	I_{c}	AB	apparent	days	False	NaN	observer
19.202	17.75	0	0.054	PST2	I_{c}	AB	apparent	days	False	NaN	observer
20.198	17.739	0	0.053	PST2	I_{c}	AB	apparent	days	False	NaN	observer
21.219	17.865	0	0.088	PST2	I_{c}	AB	apparent	days	False	NaN	observer
23.206	17.904	0	0.077	PST2	I_{c}	AB	apparent	days	False	NaN	observer
25.204	17.904	0	0.06	PST2	I_{c}	AB	apparent	days	False	NaN	observer
26.187	18.051	0	0.081	PST2	I_{c}	AB	apparent	days	False	NaN	observer
31.193	18.213	0	0.1	PST2	I_{c}	AB	apparent	days	False	NaN	observer
0.888	18.91	0	0.18	GOTO	B	Vega	apparent	days	False	NaN	observer
1.886	19.52	0	0.21	GOTO	B	Vega	apparent	days	False	NaN	observer
5.881	19.35	0	0.15	GOTO	B	Vega	apparent	days	False	NaN	observer
9.864	18.63	0	0.12	GOTO	B	Vega	apparent	days	False	NaN	observer
10.96	18.61	0	0.09	GOTO	B	Vega	apparent	days	False	NaN	observer
12.95	18.43	0	0.14	GOTO	B	Vega	apparent	days	False	NaN	observer
13.942	18.45	0	0.09	GOTO	B	Vega	apparent	days	False	NaN	observer
14.889	18.89	0	0.08	GOTO	B	Vega	apparent	days	False	NaN	observer
0.888	18.18	0	0.12	GOTO	V	Vega	apparent	days	False	NaN	observer
1.886	18.34	0	0.18	GOTO	V	Vega	apparent	days	False	NaN	observer
5.881	18.14	0	0.23	GOTO	V	Vega	apparent	days	False	NaN	observer
9.864	17.73	0	0.1	GOTO	V	Vega	apparent	days	False	NaN	observer
10.96	17.41	0	0.09	GOTO	V	Vega	apparent	days	False	NaN	observer
12.95	17.24	0	0.16	GOTO	V	Vega	apparent	days	False	NaN	observer
13.942	17.42	0	0.09	GOTO	V	Vega	apparent	days	False	NaN	observer
14.889	17.66	0	0.06	GOTO	V	Vega	apparent	days	False	NaN	observer
0.888	18.09	0	0.14	GOTO	r	AB	apparent	days	False	NaN	observer
1.886	19.14	0	0.15	GOTO	r	AB	apparent	days	False	NaN	observer
5.881	17.66	0	0.33	GOTO	r	AB	apparent	days	False	NaN	observer
9.864	17.7	0	0.13	GOTO	r	AB	apparent	days	False	NaN	observer
10.96	17.47	0	0.09	GOTO	r	AB	apparent	days	False	NaN	observer
12.95	17.42	0	0.08	GOTO	r	AB	apparent	days	False	NaN	observer
13.942	17.43	0	0.09	GOTO	r	AB	apparent	days	False	NaN	observer
14.889	17.66	0	0.06	GOTO	r	AB	apparent	days	False	NaN	observer
0.899	19.02	0	0.25	OSN	B	AB	apparent	days	False	NaN	observer
1.892	19.44	0	0.29	OSN	B	AB	apparent	days	False	NaN	observer
2.902	NaN	0	NaN	OSN	B	AB	apparent	days	False	NaN	observer
0.899	18.45	0	0.15	OSN	V	AB	apparent	days	False	NaN	observer
1.892	18.8	0	0.2	OSN	V	AB	apparent	days	False	NaN	observer
2.902	NaN	0	NaN	OSN	V	AB	apparent	days	False	NaN	observer
0.899	18.19	0	0.11	OSN	R_{c}	AB	apparent	days	False	NaN	observer
1.892	18.37	0	0.13	OSN	R_{c}	AB	apparent	days	False	NaN	observer
2.902	18.42	0	0.22	OSN	R_{c}	AB	apparent	days	False	NaN	observer
0.899	17.69	0	0.11	OSN	I_{c}	AB	apparent	days	False	NaN	observer
1.892	17.98	0	0.13	OSN	I_{c}	AB	apparent	days	False	NaN	observer
2.902	17.99	0	0.2	OSN	I_{c}	AB	apparent	days	False	NaN	observer
0.488	17.96	0	0.07	iTelescope	R_{c}	AB	apparent	days	False	NaN	observer
1.455	18.65	0	0.36	iTelescope	R_{c}	AB	apparent	days	False	NaN	observer
8.35	17.79	0	0.07	iTelescope	R_{c}	AB	apparent	days	False	NaN	observer
0.78	18.26	0	0.81	OASDG	R_{c}	AB	apparent	days	False	NaN	observer
12.76	17.49	0	0.36	OASDG	R_{c}	AB	apparent	days	False	NaN	observer
13.76	17.58	0	0.51	OASDG	R_{c}	AB	apparent	days	False	NaN	observer
15.76	17.48	0	0.35	OASDG	R_{c}	AB	apparent	days	False	NaN	observer
