event,time,magnitude,e_magnitude,band
SN2003dh,52727.8558642,15.118,0.049,B
SN2003dh,52727.8562392,14.865,0.028,V
SN2003dh,52727.8566559,14.042,0.051,I
SN2003dh,52727.8569444,14.545,0.021,R
SN2003dh,52727.8570309,14.517,0.023,R
SN2003dh,52727.8574059,15.093,0.047,B
SN2003dh,52727.8578226,14.845,0.028,V
SN2003dh,52727.8581976,14.025,0.051,I
SN2003dh,52727.8585726,14.539,0.023,R
SN2003dh,52727.8589892,15.149,0.05,B
SN2003dh,52727.8593642,14.851,0.028,V
SN2003dh,52727.8597392,14.051,0.051,I
SN2003dh,52727.8598032,14.527,0.025,R
SN2003dh,52727.8604059,14.532,0.024,R
SN2003dh,52727.8607392,15.106,0.067,B
SN2003dh,52727.8610726,14.906,0.031,V
SN2003dh,52727.8614059,14.061,0.051,I
SN2003dh,52727.8617392,14.538,0.024,R
SN2003dh,52727.8620726,15.057,0.061,B
SN2003dh,52727.8624059,14.853,0.031,V
SN2003dh,52727.862662,14.538,0.021,R
SN2003dh,52727.8626976,14.051,0.051,I
SN2003dh,52727.8630309,14.577,0.024,R
SN2003dh,52727.8636976,14.871,0.032,V
SN2003dh,52727.8640309,14.064,0.051,I
SN2003dh,52727.8643642,14.572,0.024,R
SN2003dh,52727.8646976,15.133,0.059,B
SN2003dh,52727.8650309,14.902,0.03,V
SN2003dh,52727.8653642,14.057,0.051,I
SN2003dh,52727.8656976,14.561,0.024,R
SN2003dh,52727.8660309,15.171,0.056,B
SN2003dh,52727.8663642,14.9,0.032,V
SN2003dh,52727.8665278,14.547,0.022,R
SN2003dh,52727.8666976,14.093,0.051,I
SN2003dh,52727.8670309,14.556,0.024,R
SN2003dh,52727.8673642,15.114,0.066,B
SN2003dh,52727.8676976,14.885,0.03,V
SN2003dh,52727.8680309,14.082,0.051,I
SN2003dh,52727.8683226,14.551,0.024,R
SN2003dh,52727.8686559,15.19,0.058,B
SN2003dh,52727.8690309,14.899,0.032,V
SN2003dh,52727.8693226,14.084,0.051,I
SN2003dh,52727.8693866,14.566,0.02,R
SN2003dh,52727.8696559,14.578,0.024,R
SN2003dh,52727.8703226,14.923,0.03,V
SN2003dh,52727.8706559,14.087,0.051,I
SN2003dh,52727.8709892,14.572,0.024,R
SN2003dh,52727.8713226,15.246,0.056,B
SN2003dh,52727.8716559,14.895,0.031,V
SN2003dh,52727.8719892,14.071,0.051,I
SN2003dh,52727.8722454,14.568,0.021,R
SN2003dh,52727.8723226,14.55,0.024,R
SN2003dh,52727.8726559,15.182,0.061,B
SN2003dh,52727.8729892,14.9,0.032,V
SN2003dh,52727.8733226,14.11,0.051,I
SN2003dh,52727.8736559,14.583,0.024,R
SN2003dh,52727.8743226,14.907,0.031,V
SN2003dh,52727.8746559,14.118,0.051,I
SN2003dh,52727.8749892,14.601,0.024,R
SN2003dh,52727.8751042,14.571,0.022,R
SN2003dh,52727.8756559,14.913,0.032,V
SN2003dh,52727.8759476,14.086,0.051,I
SN2003dh,52727.8763226,14.614,0.024,R
SN2003dh,52727.8774892,14.586,0.024,R
SN2003dh,52727.8778226,15.091,0.059,B
SN2003dh,52727.877963,14.616,0.021,R
SN2003dh,52727.8781559,14.943,0.031,V
SN2003dh,52727.8784892,14.126,0.051,I
SN2003dh,52727.8788226,14.617,0.024,R
SN2003dh,52727.8794892,14.944,0.03,V
SN2003dh,52727.8798226,14.123,0.051,I
SN2003dh,52727.8801559,14.572,0.024,R
SN2003dh,52727.8808226,14.9,0.031,V
SN2003dh,52727.8810417,14.945,0.022,V
SN2003dh,52727.8811142,14.132,0.051,I
SN2003dh,52727.8814476,14.645,0.024,R
SN2003dh,52727.8817809,15.238,0.053,B
SN2003dh,52727.8821142,14.924,0.03,V
SN2003dh,52727.8824476,14.146,0.051,I
SN2003dh,52727.8827809,14.597,0.024,R
SN2003dh,52727.8831142,15.201,0.057,B
SN2003dh,52727.8834476,14.926,0.032,V
SN2003dh,52727.8837809,14.109,0.051,I
SN2003dh,52727.8841142,14.612,0.024,R
SN2003dh,52727.8844476,15.204,0.057,B
SN2003dh,52727.8847809,14.943,0.032,V
SN2003dh,52727.8851142,14.117,0.051,I
SN2003dh,52727.8854476,14.626,0.024,R
SN2003dh,52727.8856366,15.22,0.025,B
SN2003dh,52727.8861142,14.982,0.03,V
SN2003dh,52727.8864476,14.109,0.051,I
SN2003dh,52727.8867809,14.615,0.024,R
SN2003dh,52727.8870726,15.349,0.057,B
SN2003dh,52727.8874476,14.957,0.032,V
SN2003dh,52727.8877809,14.153,0.052,I
SN2003dh,52727.8881142,14.627,0.024,R
SN2003dh,52727.8884059,15.272,0.059,B
SN2003dh,52727.8887392,14.966,0.032,V
SN2003dh,52727.8890726,14.136,0.051,I
SN2003dh,52727.8894059,14.635,0.024,R
SN2003dh,52727.8897392,15.167,0.062,B
SN2003dh,52727.8900726,15.006,0.031,V
SN2003dh,52727.890081,14.636,0.02,R
SN2003dh,52727.8904059,14.133,0.051,I
SN2003dh,52727.8907392,14.636,0.024,R
SN2003dh,52727.8910726,15.243,0.059,B
SN2003dh,52727.8914059,14.899,0.033,V
SN2003dh,52727.8917392,14.13,0.051,I
SN2003dh,52727.8920726,14.649,0.024,R
SN2003dh,52727.8924059,15.285,0.062,B
SN2003dh,52727.8927392,14.966,0.032,V
SN2003dh,52727.8929398,14.641,0.02,R
SN2003dh,52727.8930726,14.142,0.051,I
SN2003dh,52727.8934059,14.66,0.024,R
SN2003dh,52727.8937392,15.199,0.058,B
SN2003dh,52727.8940726,14.993,0.03,V
SN2003dh,52727.8944059,14.162,0.052,I
SN2003dh,52727.8947392,14.648,0.025,R
SN2003dh,52727.8950726,15.358,0.058,B
SN2003dh,52727.8954059,14.988,0.033,V
SN2003dh,52727.8956976,14.148,0.051,I
SN2003dh,52727.8957986,14.663,0.02,R
SN2003dh,52727.8960309,14.661,0.024,R
SN2003dh,52727.8964059,15.195,0.059,B
SN2003dh,52727.8966976,14.992,0.032,V
SN2003dh,52727.8970309,14.173,0.052,I
SN2003dh,52727.8973642,14.649,0.024,R
SN2003dh,52727.8980309,15.003,0.031,V
SN2003dh,52727.8983642,14.176,0.051,I
SN2003dh,52727.8986574,14.66,0.02,R
SN2003dh,52727.8986976,14.643,0.024,R
SN2003dh,52727.8990309,15.215,0.054,B
SN2003dh,52727.8993642,15.001,0.032,V
SN2003dh,52727.8996976,14.171,0.052,I
SN2003dh,52727.9000309,14.673,0.024,R
SN2003dh,52727.9003642,15.234,0.064,B
SN2003dh,52727.9006976,15.034,0.032,V
SN2003dh,52727.9010309,14.204,0.051,I
SN2003dh,52727.9013642,14.661,0.024,R
SN2003dh,52727.9015278,14.669,0.02,R
SN2003dh,52727.9016559,15.279,0.063,B
SN2003dh,52727.9019892,15.005,0.032,V
SN2003dh,52727.9023226,14.184,0.051,I
SN2003dh,52727.9026559,14.664,0.024,R
SN2003dh,52727.9029892,15.31,0.063,B
SN2003dh,52727.9033226,15.015,0.031,V
SN2003dh,52727.9036559,14.202,0.051,I
SN2003dh,52727.9039892,14.664,0.024,R
SN2003dh,52727.9043226,15.183,0.057,B
SN2003dh,52727.9043866,14.685,0.02,R
SN2003dh,52727.9046559,14.985,0.032,V
SN2003dh,52727.9049892,14.205,0.051,I
SN2003dh,52727.9053226,14.674,0.024,R
SN2003dh,52727.9059892,14.979,0.031,V
SN2003dh,52727.9063226,14.201,0.052,I
SN2003dh,52727.9066559,14.688,0.024,R
SN2003dh,52727.9069892,15.23,0.06,B
SN2003dh,52727.9072454,14.679,0.02,R
SN2003dh,52727.9073226,15.012,0.032,V
SN2003dh,52727.9076142,14.208,0.051,I
SN2003dh,52727.9079892,14.704,0.024,R
SN2003dh,52727.9082809,15.316,0.059,B
SN2003dh,52727.9086142,15.039,0.033,V
SN2003dh,52727.9089476,14.215,0.052,I
SN2003dh,52727.9092809,14.704,0.025,R
SN2003dh,52727.9096142,15.379,0.061,B
SN2003dh,52727.9099476,15.018,0.031,V
SN2003dh,52727.9101042,14.698,0.02,R
SN2003dh,52727.9102809,14.213,0.052,I
SN2003dh,52727.9106142,14.711,0.024,R
SN2003dh,52727.9109476,15.287,0.055,B
SN2003dh,52727.9112809,15.073,0.03,V
SN2003dh,52727.9116142,14.212,0.052,I
SN2003dh,52727.9119476,14.684,0.024,R
SN2003dh,52727.9122809,15.352,0.055,B
SN2003dh,52727.9126142,15.074,0.03,V
SN2003dh,52727.9129476,14.21,0.051,I
SN2003dh,52727.9131134,15.037,0.022,V
SN2003dh,52727.9132809,14.72,0.024,R
SN2003dh,52727.9136142,15.255,0.061,B
SN2003dh,52727.9139476,15.062,0.032,V
SN2003dh,52727.9142392,14.224,0.051,I
SN2003dh,52727.9145726,14.707,0.024,R
SN2003dh,52727.9152392,15.021,0.031,V
SN2003dh,52727.9156142,14.229,0.051,I
SN2003dh,52727.9159059,14.721,0.024,R
SN2003dh,52727.9162392,15.257,0.057,B
SN2003dh,52727.9165726,14.953,0.032,V
SN2003dh,52727.9169059,14.222,0.051,I
SN2003dh,52727.9172222,15.316,0.025,B
SN2003dh,52727.9172392,14.708,0.024,R
SN2003dh,52727.9175726,15.372,0.064,B
SN2003dh,52727.9179059,15.041,0.032,V
SN2003dh,52727.9182392,14.218,0.051,I
SN2003dh,52727.9185726,14.702,0.024,R
SN2003dh,52727.9189059,15.346,0.055,B
SN2003dh,52727.9192392,15.029,0.031,V
SN2003dh,52727.9195726,14.234,0.052,I
SN2003dh,52727.9199059,14.713,0.024,R
SN2003dh,52727.9202392,15.295,0.06,B
SN2003dh,52727.9205726,15.028,0.032,V
SN2003dh,52727.9209059,14.235,0.051,I
SN2003dh,52727.9212392,14.748,0.024,R
SN2003dh,52727.921412,14.723,0.02,R
SN2003dh,52727.9215309,15.142,0.069,B
SN2003dh,52727.9218642,15.037,0.03,V
SN2003dh,52727.9221976,14.237,0.052,I
SN2003dh,52727.9225309,14.716,0.024,R
SN2003dh,52727.9228642,15.26,0.065,B
SN2003dh,52727.9231976,15.03,0.032,V
SN2003dh,52727.9235309,14.234,0.051,I
SN2003dh,52727.9238642,14.733,0.024,R
SN2003dh,52727.9242824,14.728,0.02,R
SN2003dh,52727.9245309,15.079,0.031,V
SN2003dh,52727.9248642,14.225,0.052,I
SN2003dh,52727.9251976,14.721,0.024,R
SN2003dh,52727.9255309,15.303,0.059,B
SN2003dh,52727.9258642,15.064,0.031,V
SN2003dh,52727.9265309,14.723,0.024,R
SN2003dh,52727.9271528,14.74,0.02,R
SN2003dh,52727.9272392,15.079,0.031,V
SN2003dh,52727.9275726,14.215,0.052,I
SN2003dh,52727.9279476,14.773,0.024,R
SN2003dh,52727.9282809,15.322,0.061,B
SN2003dh,52727.9286559,15.06,0.032,V
SN2003dh,52727.9289892,14.248,0.051,I
SN2003dh,52727.9293226,14.743,0.024,R
SN2003dh,52727.9296976,15.161,0.061,B
SN2003dh,52727.9300231,14.739,0.02,R
SN2003dh,52727.9300309,15.095,0.03,V
SN2003dh,52727.9304059,14.273,0.051,I
SN2003dh,52727.9307392,14.745,0.024,R
SN2003dh,52727.9310726,15.401,0.057,B
SN2003dh,52727.9314476,15.084,0.032,V
SN2003dh,52727.9317809,14.251,0.052,I
SN2003dh,52727.9321559,14.74,0.024,R
SN2003dh,52727.9328642,15.1,0.03,V
SN2003dh,52727.9328935,14.743,0.02,R
SN2003dh,52727.9331976,14.27,0.051,I
SN2003dh,52727.9335309,14.726,0.024,R
SN2003dh,52727.9341976,15.078,0.031,V
SN2003dh,52727.9345309,14.271,0.051,I
SN2003dh,52727.9348642,14.751,0.024,R
SN2003dh,52727.9355309,15.088,0.032,V
SN2003dh,52727.9357523,14.77,0.02,R
SN2003dh,52727.9358642,14.265,0.051,I
SN2003dh,52727.9386227,14.771,0.02,R
SN2003dh,52727.9414931,14.772,0.021,R
SN2003dh,52727.9444907,15.118,0.022,V
SN2003dh,52727.9457809,14.808,0.024,R
SN2003dh,52727.9461142,15.372,0.066,B
SN2003dh,52727.9464476,15.163,0.031,V
SN2003dh,52727.9467809,14.316,0.051,I
SN2003dh,52727.9471142,14.802,0.024,R
SN2003dh,52727.9474476,15.387,0.056,B
SN2003dh,52727.9477809,15.128,0.032,V
SN2003dh,52727.9481142,14.315,0.052,I
SN2003dh,52727.9484476,14.801,0.024,R
SN2003dh,52727.948669,15.4,0.026,B
SN2003dh,52727.9491142,15.122,0.031,V
SN2003dh,52727.9494059,14.316,0.052,I
SN2003dh,52727.9497392,14.81,0.025,R
SN2003dh,52727.9500726,15.417,0.063,B
SN2003dh,52727.9504059,15.095,0.031,V
SN2003dh,52727.9507392,14.332,0.051,I
SN2003dh,52727.9510726,14.801,0.024,R
SN2003dh,52727.9514059,15.329,0.059,B
SN2003dh,52727.9517392,15.172,0.031,V
SN2003dh,52727.9520726,14.334,0.052,I
SN2003dh,52727.9524059,14.815,0.024,R
SN2003dh,52727.9529282,14.81,0.021,R
SN2003dh,52727.9530309,15.179,0.031,V
SN2003dh,52727.9534059,14.328,0.052,I
SN2003dh,52727.9537392,14.825,0.024,R
SN2003dh,52727.9540309,15.421,0.064,B
SN2003dh,52727.9544059,15.176,0.032,V
SN2003dh,52727.9547392,14.328,0.051,I
SN2003dh,52727.9550726,14.838,0.024,R
SN2003dh,52727.9554059,15.272,0.071,B
SN2003dh,52727.9557392,15.169,0.031,V
SN2003dh,52727.9560309,14.346,0.052,I
SN2003dh,52727.9566976,14.825,0.022,R
SN2003dh,52727.9572392,15.445,0.035,B
SN2003dh,52727.9578226,15.167,0.025,V
SN2003dh,52727.9583642,14.348,0.051,I
SN2003dh,52727.9589476,14.842,0.022,R
SN2003dh,52727.9594892,15.427,0.035,B
SN2003dh,52727.9600726,15.166,0.025,V
SN2003dh,52727.9606142,14.348,0.051,I
SN2003dh,52727.9611976,14.826,0.022,R
SN2003dh,52727.9617392,15.453,0.036,B
SN2003dh,52727.9623226,15.18,0.025,V
SN2003dh,52727.9628642,14.358,0.051,I
SN2003dh,52727.9634476,14.855,0.022,R
SN2003dh,52727.9639892,15.424,0.036,B
SN2003dh,52727.9645726,15.174,0.025,V
SN2003dh,52727.9651142,14.368,0.051,I
SN2003dh,52727.9656976,14.864,0.022,R
SN2003dh,52727.9662392,15.418,0.035,B
SN2003dh,52727.9668226,15.205,0.025,V
SN2003dh,52727.9673642,14.368,0.051,I
SN2003dh,52727.9679476,14.857,0.022,R
SN2003dh,52727.9684892,15.435,0.037,B
SN2003dh,52727.9690726,15.189,0.025,V
SN2003dh,52727.9696142,14.391,0.051,I
SN2003dh,52727.9701976,14.873,0.022,R
SN2003dh,52727.9707392,15.464,0.036,B
SN2003dh,52727.9713226,15.186,0.025,V
SN2003dh,52727.9718642,14.396,0.051,I
SN2003dh,52727.9724476,14.882,0.022,R
SN2003dh,52727.9729892,15.459,0.037,B
SN2003dh,52727.9735726,15.211,0.025,V
SN2003dh,52727.9741142,14.396,0.051,I
SN2003dh,52727.9746976,14.895,0.022,R
SN2003dh,52727.9752392,15.512,0.036,B
SN2003dh,52727.9758226,15.2,0.025,V
SN2003dh,52727.9763642,14.404,0.051,I
SN2003dh,52727.9769476,14.901,0.022,R
SN2003dh,52727.9774892,15.471,0.037,B
SN2003dh,52727.9780309,15.218,0.025,V
SN2003dh,52727.9786142,14.4,0.051,I
SN2003dh,52727.9791559,14.908,0.022,R
SN2003dh,52727.9797392,15.551,0.035,B
SN2003dh,52727.9802809,15.233,0.025,V
SN2003dh,52727.9808642,14.419,0.051,I
SN2003dh,52727.9814059,14.917,0.022,R
SN2003dh,52727.9819892,15.487,0.035,B
SN2003dh,52727.9825309,15.227,0.025,V
SN2003dh,52727.9831142,14.418,0.051,I
SN2003dh,52727.9836976,14.904,0.022,R
SN2003dh,52727.9842392,15.505,0.036,B
SN2003dh,52727.9848226,15.222,0.025,V
SN2003dh,52727.9853642,14.431,0.051,I
SN2003dh,52727.9859476,14.919,0.022,R
SN2003dh,52727.9864892,15.517,0.037,B
SN2003dh,52727.9870726,15.28,0.025,V
SN2003dh,52727.9876142,14.437,0.051,I
SN2003dh,52727.9881976,14.943,0.022,R
SN2003dh,52727.9887392,15.527,0.039,B
SN2003dh,52727.9893226,15.259,0.025,V
SN2003dh,52727.9898642,14.434,0.051,I
SN2003dh,52727.9904059,14.928,0.022,R
SN2003dh,52727.9909892,15.568,0.036,B
SN2003dh,52727.9915726,15.282,0.025,V
SN2003dh,52727.9921142,14.461,0.051,I
SN2003dh,52727.9926976,14.951,0.022,R
SN2003dh,52727.9932392,15.514,0.037,B
SN2003dh,52727.9938226,15.295,0.025,V
SN2003dh,52727.9943642,14.457,0.051,I
SN2003dh,52727.9949476,14.957,0.022,R
SN2003dh,52727.9954892,15.551,0.037,B
SN2003dh,52727.9960726,15.28,0.025,V
SN2003dh,52727.9966142,14.456,0.051,I
SN2003dh,52727.9971976,14.942,0.022,R
SN2003dh,52727.9977392,15.539,0.037,B
SN2003dh,52727.9983226,15.303,0.025,V
SN2003dh,52727.9988642,14.474,0.051,I
SN2003dh,52727.9994476,14.964,0.022,R
SN2003dh,52727.9999892,15.556,0.037,B
SN2003dh,52728.0005726,15.277,0.025,V
SN2003dh,52728.0011142,14.474,0.051,I
SN2003dh,52728.0016976,14.979,0.022,R
SN2003dh,52728.0022392,15.6,0.037,B
SN2003dh,52728.0028226,15.307,0.025,V
SN2003dh,52728.0049892,14.977,0.022,R
SN2003dh,52728.0055309,15.546,0.037,B
SN2003dh,52728.0061142,15.28,0.025,V
SN2003dh,52728.0066559,14.488,0.051,I
SN2003dh,52728.0072392,14.993,0.022,R
SN2003dh,52728.0078226,15.607,0.037,B
SN2003dh,52728.0079167,14.987,0.024,R
SN2003dh,52728.0083642,15.307,0.025,V
SN2003dh,52728.0089476,14.5,0.051,I
SN2003dh,52728.0094892,14.996,0.022,R
SN2003dh,52728.0100726,15.593,0.037,B
SN2003dh,52728.0106142,15.312,0.025,V
SN2003dh,52728.0107755,14.993,0.023,R
SN2003dh,52728.0111976,14.503,0.051,I
SN2003dh,52728.0117392,15.0,0.022,R
SN2003dh,52728.0122809,15.603,0.036,B
SN2003dh,52728.0128642,15.318,0.025,V
SN2003dh,52728.0134476,14.514,0.051,I
SN2003dh,52728.0136458,14.978,0.022,R
SN2003dh,52728.0139892,14.995,0.022,R
SN2003dh,52728.0145726,15.569,0.037,B
SN2003dh,52728.0151142,15.35,0.025,V
SN2003dh,52728.0156976,14.518,0.051,I
SN2003dh,52728.0162392,15.01,0.022,R
SN2003dh,52728.0165046,14.999,0.022,R
SN2003dh,52728.0168226,15.623,0.039,B
SN2003dh,52728.0173642,15.315,0.025,V
SN2003dh,52728.0179476,14.521,0.051,I
SN2003dh,52728.0184892,15.029,0.022,R
SN2003dh,52728.0190726,15.616,0.038,B
SN2003dh,52728.0193634,15.008,0.022,R
SN2003dh,52728.0196142,15.359,0.025,V
SN2003dh,52728.0201976,14.527,0.051,I
SN2003dh,52728.0207392,15.025,0.022,R
SN2003dh,52728.0213226,15.687,0.038,B
SN2003dh,52728.0218642,15.335,0.025,V
SN2003dh,52728.0222222,15.008,0.022,R
SN2003dh,52728.0224476,14.552,0.051,I
SN2003dh,52728.0229892,15.048,0.022,R
SN2003dh,52728.0235726,15.687,0.037,B
SN2003dh,52728.0241142,15.384,0.025,V
SN2003dh,52728.0246976,14.56,0.051,I
SN2003dh,52728.0250926,15.03,0.022,R
SN2003dh,52728.0252392,15.037,0.022,R
SN2003dh,52728.0258226,15.593,0.041,B
SN2003dh,52728.0263642,15.367,0.025,V
SN2003dh,52728.0269476,14.559,0.051,I
SN2003dh,52728.0274892,15.065,0.022,R
SN2003dh,52728.0280726,15.707,0.037,B
SN2003dh,52728.028206,15.38,0.024,V
SN2003dh,52728.0286142,15.399,0.025,V
SN2003dh,52728.0291559,14.555,0.051,I
SN2003dh,52728.0297392,15.061,0.022,R
SN2003dh,52728.0303226,15.646,0.038,B
SN2003dh,52728.0308642,15.371,0.025,V
SN2003dh,52728.0314476,14.576,0.051,I
SN2003dh,52728.0319892,15.059,0.022,R
SN2003dh,52728.0325726,15.697,0.041,B
SN2003dh,52728.0326273,15.665,0.029,B
SN2003dh,52728.0331142,15.397,0.025,V
SN2003dh,52728.0336976,14.59,0.051,I
SN2003dh,52728.0342392,15.062,0.022,R
SN2003dh,52728.0348226,15.746,0.04,B
SN2003dh,52728.0353642,15.388,0.026,V
SN2003dh,52728.0359476,14.575,0.051,I
SN2003dh,52728.0364892,15.063,0.022,R
SN2003dh,52728.0368634,15.075,0.025,R
SN2003dh,52728.0370726,15.704,0.04,B
SN2003dh,52728.0376142,15.399,0.025,V
SN2003dh,52728.0381976,14.59,0.051,I
SN2003dh,52728.0387392,15.082,0.022,R
SN2003dh,52728.0393226,15.741,0.039,B
SN2003dh,52728.0398642,15.398,0.026,V
SN2003dh,52728.0404476,14.563,0.051,I
SN2003dh,52728.0409892,15.099,0.022,R
SN2003dh,52728.0421142,15.435,0.026,V
SN2003dh,52728.0426976,14.594,0.051,I
SN2003dh,52728.0432392,15.066,0.022,R
SN2003dh,52728.0438226,15.706,0.041,B
SN2003dh,52728.0443642,15.429,0.026,V
SN2003dh,52728.0449476,14.596,0.051,I
SN2003dh,52728.0454892,15.089,0.022,R
SN2003dh,52728.0460726,15.783,0.041,B
SN2003dh,52728.0466142,15.415,0.026,V
SN2003dh,52728.0471976,14.577,0.051,I
SN2003dh,52728.0477392,15.112,0.022,R
SN2003dh,52728.0483226,15.665,0.045,B
SN2003dh,52728.0488642,15.424,0.027,V
SN2003dh,52728.0494476,14.603,0.051,I
SN2003dh,52728.0499892,15.106,0.022,R
SN2003dh,52728.0505309,15.66,0.041,B
SN2003dh,52728.0511142,15.429,0.026,V
SN2003dh,52728.0516976,14.608,0.051,I
SN2003dh,52728.052,15.021,0.02,R
SN2003dh,52728.0522392,15.124,0.022,R
SN2003dh,52728.0533642,15.478,0.027,V
SN2003dh,52728.0539476,14.615,0.051,I
SN2003dh,52728.054,14.99,0.02,R
SN2003dh,52728.0544892,15.132,0.022,R
SN2003dh,52728.0550726,15.761,0.044,B
SN2003dh,52728.0556142,15.455,0.027,V
SN2003dh,52728.0561559,14.622,0.051,I
SN2003dh,52728.0567392,15.116,0.022,R
SN2003dh,52728.0572809,15.783,0.043,B
SN2003dh,52728.0578642,15.44,0.026,V
SN2003dh,52728.0584059,14.625,0.051,I
SN2003dh,52728.0589892,15.117,0.022,R
SN2003dh,52728.0595309,15.734,0.04,B
SN2003dh,52728.0601142,15.464,0.026,V
SN2003dh,52728.0606559,14.634,0.051,I
SN2003dh,52728.0612392,15.136,0.022,R
SN2003dh,52728.0618226,15.792,0.045,B
SN2003dh,52728.0623642,15.47,0.027,V
SN2003dh,52728.0629059,14.648,0.051,I
SN2003dh,52728.1093,15.182,0.01,R
SN2003dh,52728.1118,15.165,0.01,R
SN2003dh,52728.1149,15.18,0.01,R
SN2003dh,52728.1253,15.903,0.01,B
SN2003dh,52728.1274,15.545,0.01,V
SN2003dh,52728.1291319,15.305,0.047,R
SN2003dh,52728.1294,15.228,0.01,R
SN2003dh,52728.1312,14.82,0.01,I
SN2003dh,52728.1319213,15.32,0.047,R
SN2003dh,52728.1332986,15.325,0.047,R
SN2003dh,52728.1343287,15.318,0.047,R
SN2003dh,52728.1353588,15.33,0.047,R
SN2003dh,52728.136,15.921,0.01,B
SN2003dh,52728.1363889,15.315,0.047,R
SN2003dh,52728.1374074,15.332,0.047,R
SN2003dh,52728.1381,15.574,0.01,V
SN2003dh,52728.1384375,15.337,0.047,R
SN2003dh,52728.1394676,15.338,0.047,R
SN2003dh,52728.1401,15.266,0.01,R
SN2003dh,52728.1404861,15.342,0.047,R
SN2003dh,52728.1415162,15.35,0.047,R
SN2003dh,52728.1419,14.845,0.01,I
SN2003dh,52728.1425463,15.344,0.047,R
SN2003dh,52728.1437269,15.342,0.047,R
SN2003dh,52728.1443,15.346,0.02,U
SN2003dh,52728.1447569,15.338,0.047,R
SN2003dh,52728.1457755,15.35,0.047,R
SN2003dh,52728.1468056,15.354,0.047,R
SN2003dh,52728.1478356,15.363,0.047,R
SN2003dh,52728.1488657,15.361,0.047,R
SN2003dh,52728.1498843,15.373,0.047,R
SN2003dh,52728.1505,15.977,0.01,B
SN2003dh,52728.1509144,15.373,0.047,R
SN2003dh,52728.1519444,15.377,0.047,R
SN2003dh,52728.152963,15.38,0.047,R
SN2003dh,52728.1539931,15.371,0.047,R
SN2003dh,52728.1550231,15.382,0.047,R
SN2003dh,52728.1551,15.614,0.01,V
SN2003dh,52728.1560417,15.374,0.047,R
SN2003dh,52728.1570718,15.386,0.047,R
SN2003dh,52728.1581019,15.391,0.047,R
SN2003dh,52728.1591319,15.392,0.047,R
SN2003dh,52728.1597,15.306,0.01,R
SN2003dh,52728.1601505,15.409,0.047,R
SN2003dh,52728.1611806,15.381,0.047,R
SN2003dh,52728.1622106,15.39,0.047,R
SN2003dh,52728.1632292,15.421,0.047,R
SN2003dh,52728.1638,15.394,0.05,U
SN2003dh,52728.1642593,15.401,0.047,R
SN2003dh,52728.1643,14.896,0.01,I
SN2003dh,52728.1652894,15.413,0.047,R
SN2003dh,52728.1663079,15.416,0.047,R
SN2003dh,52728.167338,15.425,0.047,R
SN2003dh,52728.1678,16.013,0.02,B
SN2003dh,52728.1683,15.381,0.02,U
SN2003dh,52728.1683681,15.431,0.047,R
SN2003dh,52728.1693981,15.428,0.047,R
SN2003dh,52728.1704167,15.418,0.047,R
SN2003dh,52728.1705,16.033,0.01,B
SN2003dh,52728.1714468,15.427,0.047,R
SN2003dh,52728.1718,15.729,0.03,V
SN2003dh,52728.1724769,15.439,0.047,R
SN2003dh,52728.1734954,15.444,0.047,R
SN2003dh,52728.1745255,15.456,0.047,R
SN2003dh,52728.1754,16.036,0.01,B
SN2003dh,52728.1755556,15.438,0.047,R
SN2003dh,52728.1762,15.4,0.03,R
SN2003dh,52728.1765741,15.433,0.047,R
SN2003dh,52728.1769,15.692,0.01,V
SN2003dh,52728.1776042,15.461,0.047,R
SN2003dh,52728.1785,15.381,0.01,R
SN2003dh,52728.1786343,15.452,0.047,R
SN2003dh,52728.1796644,15.447,0.047,R
SN2003dh,52728.1796829,15.434,0.052,R
SN2003dh,52728.1801,14.937,0.01,I
SN2003dh,52728.1803,14.974,0.03,I
SN2003dh,52728.1806829,15.457,0.047,R
SN2003dh,52728.181713,15.457,0.047,R
SN2003dh,52728.1827431,15.464,0.047,R
SN2003dh,52728.1831,15.369,0.01,U
SN2003dh,52728.1837616,15.476,0.047,R
SN2003dh,52728.1847917,15.469,0.047,R
SN2003dh,52728.1858218,15.482,0.047,R
SN2003dh,52728.1861,16.085,0.01,B
SN2003dh,52728.1868403,15.479,0.047,R
SN2003dh,52728.1878,15.72,0.01,V
SN2003dh,52728.1878704,15.478,0.047,R
SN2003dh,52728.1883,15.442,0.04,U
SN2003dh,52728.1889005,15.481,0.047,R
SN2003dh,52728.1891,15.387,0.01,R
SN2003dh,52728.1899306,15.476,0.047,R
SN2003dh,52728.1903206,14.98,0.054,I
SN2003dh,52728.1904,14.981,0.01,I
SN2003dh,52728.1909491,15.481,0.047,R
SN2003dh,52728.1919792,15.485,0.047,R
SN2003dh,52728.1922,16.076,0.02,B
SN2003dh,52728.1930093,15.487,0.047,R
SN2003dh,52728.1933,15.434,0.01,U
SN2003dh,52728.1940278,15.497,0.047,R
SN2003dh,52728.1950579,15.494,0.047,R
SN2003dh,52728.1953,15.77,0.01,V
SN2003dh,52728.196088,15.504,0.047,R
SN2003dh,52728.1962,16.1,0.01,B
SN2003dh,52728.1971065,15.512,0.047,R
SN2003dh,52728.1975,15.424,0.02,R
SN2003dh,52728.1978,15.75,0.01,V
