 ! Swift/XRT lightcurve of trigger: 416135, name: GRB 100316D
 ! T0 for this burst is Swift MET=290436296. s, = 2010 Mar 16 at 12:44:50.381 UT

 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00416135
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WTSLEW data
!Time       T_+ve       T_-ve       Flux        Fluxpos     Fluxneg
415.814 0.926   -0.943  1.85716671e-09  2.825644998e-10 -2.825862992e-10
417.550 0.826   -0.811  2.11959222e-09  3.224815707e-10 -3.225083799e-10
419.317 0.650   -0.941  2.181237132e-09 3.318610672e-10 -3.318885534e-10
420.903 0.676   -0.936  2.182416466e-09 3.258359703e-10 -3.258635242e-10
422.055 0.416   -0.477  4.019428886e-09 5.93567874e-10  -5.936185136e-10
423.298 0.827   -0.826  2.09441459e-09  3.186519171e-10 -3.186782524e-10
425.360 0.668   -1.235  1.818398982e-09 2.766492123e-10 -2.76673652e-10
426.800 0.585   -0.772  2.513143829e-09 3.896885793e-10 -3.897233094e-10
428.390 1.095   -1.004  1.625024087e-09 2.519718853e-10 -2.519951741e-10
430.692 1.055   -1.208  1.551765917e-09 2.31654506e-10  -2.316786749e-10
432.556 0.708   -0.808  2.289096095e-09 3.482348538e-10 -3.482702609e-10
433.975 0.737   -0.711  2.431881488e-09 3.630518112e-10 -3.630878953e-10
435.674 0.868   -0.962  1.89633793e-09  2.885098461e-10 -2.885347597e-10
437.138 0.517   -0.595  3.167281539e-09 4.728824013e-10 -4.729213288e-10
438.635 1.024   -0.981  1.731420053e-09 2.634088525e-10 -2.634334953e-10
440.313 0.716   -0.653  2.570845893e-09 3.837554867e-10 -3.838012519e-10
441.839 0.751   -0.810  2.257185023e-09 3.368991658e-10 -3.369455403e-10
443.298 0.642   -0.708  2.566129911e-09 3.903127056e-10 -3.903642253e-10
444.699 0.931   -0.759  2.079393314e-09 3.103889967e-10 -3.104271118e-10
446.314 0.729   -0.684  2.41695093e-09  3.747557195e-10 -3.747922098e-10
447.595 0.734   -0.552  2.693279989e-09 4.097559425e-10 -4.09791485e-10
449.116 0.729   -0.786  2.318587569e-09 3.461896368e-10 -3.462146181e-10
450.880 1.071   -1.035  1.644653025e-09 2.502704489e-10 -2.502822964e-10
452.724 0.548   -0.772  2.683477029e-09 4.037657111e-10 -4.037796573e-10
454.229 0.825   -0.958  1.966456851e-09 2.936254612e-10 -2.936442141e-10
455.972 0.744   -0.917  2.049058298e-09 3.177251041e-10 -3.177538089e-10
457.787 0.742   -1.071  1.905717765e-09 2.898994563e-10 -2.899312753e-10
459.096 0.627   -0.566  2.852192199e-09 4.422580355e-10 -4.422981139e-10
460.608 0.716   -0.886  2.188921759e-09 3.268219531e-10 -3.268468667e-10
462.170 0.620   -0.846  2.390834978e-09 3.570137159e-10 -3.570325365e-10
463.848 0.733   -1.058  1.904274401e-09 2.953375265e-10 -2.953526236e-10
465.440 0.779   -0.858  2.151899337e-09 3.213125271e-10 -3.213335818e-10
467.238 0.723   -1.019  1.993363539e-09 3.032943752e-10 -3.0331631e-10
468.620 0.671   -0.660  2.495686707e-09 4.022610786e-10 -4.022866692e-10
469.990 0.735   -0.699  2.421218738e-09 3.684024807e-10 -3.684273943e-10
471.457 0.738   -0.732  2.396787839e-09 3.578771617e-10 -3.57900789e-10
472.926 0.832   -0.732  2.25227068e-09  3.362947402e-10 -3.363176228e-10
474.486 0.768   -0.728  2.351384834e-09 3.510710776e-10 -3.510992408e-10
476.007 0.734   -0.752  2.358946247e-09 3.521775664e-10 -3.522099947e-10
477.429 0.706   -0.689  2.512382881e-09 3.750623328e-10 -3.751009895e-10
479.178 1.016   -1.043  1.653862933e-09 2.564217386e-10 -2.564494279e-10
481.091 0.741   -0.898  2.138655186e-09 3.192228989e-10 -3.192641959e-10
482.555 0.923   -0.723  2.129406012e-09 3.178334241e-10 -3.178760751e-10
484.119 0.688   -0.641  2.636815481e-09 3.93602384e-10  -3.936493678e-10
485.597 0.770   -0.791  2.258759048e-09 3.436280042e-10 -3.436615157e-10
487.163 0.790   -0.796  2.217502668e-09 3.438710472e-10 -3.438971117e-10
488.555 0.620   -0.603  2.960461424e-09 4.4199976e-10   -4.420368596e-10
489.923 0.596   -0.749  2.690301189e-09 4.016449409e-10 -4.016823113e-10
491.277 0.718   -0.757  2.45334645e-09  3.662513809e-10 -3.662886836e-10
492.451 0.509   -0.457  3.692099386e-09 5.616645198e-10 -5.617227418e-10
493.808 0.549   -0.847  2.590860721e-09 3.867841816e-10 -3.86822906e-10
495.225 0.758   -0.868  2.225171724e-09 3.322083005e-10 -3.322383593e-10
496.813 0.542   -0.829  2.501193425e-09 3.878680586e-10 -3.87896628e-10
497.817 0.584   -0.462  3.321950313e-09 5.054467783e-10 -5.054823208e-10
498.958 0.622   -0.557  2.988802675e-09 4.462729163e-10 -4.463025689e-10
500.602 0.902   -1.021  1.780790955e-09 2.761824885e-10 -2.761973148e-10
502.470 1.109   -0.966  1.602503682e-09 2.583274936e-10 -2.583379194e-10
504.268 0.668   -0.690  2.597088444e-09 3.878440251e-10 -3.878585129e-10
505.774 0.976   -0.839  1.915025838e-09 2.91443084e-10  -2.914513434e-10
507.641 0.709   -0.890  2.072646332e-09 3.341479055e-10 -3.341552848e-10
509.279 0.575   -0.929  2.271530653e-09 3.523078889e-10 -3.523235953e-10
510.492 0.612   -0.638  2.810549252e-09 4.196609264e-10 -4.196880741e-10
512.157 0.650   -1.053  2.035141886e-09 3.096351572e-10 -3.09660477e-10
513.541 0.902   -0.735  2.116989155e-09 3.220789588e-10 -3.221069866e-10
515.578 1.204   -1.134  1.439323664e-09 2.275189161e-10 -2.275372628e-10
517.701 0.777   -0.920  2.067514672e-09 3.086676565e-10 -3.086962259e-10
519.171 0.633   -0.692  2.645001765e-09 3.948665461e-10 -3.949060829e-10
520.550 0.774   -0.746  2.307409622e-09 3.444546889e-10 -3.444916531e-10
522.279 0.840   -0.956  1.925089443e-09 2.928473174e-10 -2.928792718e-10
523.829 0.602   -0.711  2.63199998e-09  4.00406911e-10  -4.004464478e-10
525.370 0.721   -0.939  2.051772391e-09 3.181667112e-10 -3.181916248e-10
526.911 0.678   -0.820  2.340305052e-09 3.494426218e-10 -3.494658429e-10
528.289 0.690   -0.699  2.533042213e-09 3.782392907e-10 -3.782610224e-10
529.711 1.061   -0.732  1.938773644e-09 2.950200135e-10 -2.950353814e-10
531.438 0.644   -0.666  2.655317891e-09 4.040636588e-10 -4.040831564e-10
532.894 1.016   -0.812  1.901053912e-09 2.892900209e-10 -2.893032224e-10
534.936 0.790   -1.025  1.91596416e-09  2.915614236e-10 -2.915742866e-10
536.549 0.829   -0.824  2.04275272e-09  3.229754422e-10 -3.229883052e-10
538.336 0.836   -0.957  1.936896323e-09 2.947320177e-10 -2.947477918e-10
539.896 0.626   -0.724  2.563600639e-09 3.900600492e-10 -3.900877385e-10
541.256 0.670   -0.734  2.501787154e-09 3.7350767e-10   -3.735411815e-10
542.714 0.765   -0.788  2.228807214e-09 3.39078158e-10  -3.39109977e-10
544.233 0.908   -0.754  1.962644664e-09 3.225916509e-10 -3.226133826e-10
545.942 0.618   -0.801  2.438281169e-09 3.710159038e-10 -3.710378386e-10
547.303 1.020   -0.743  1.963420506e-09 2.987802746e-10 -2.987940177e-10
