time	integration	mag	mag_limit	dmag	band	time_unit	time_frame	extinction_corrected	mag_type	mag_unit	integration_unit	instrument	dtime	reference
0.0037777777777777	0.42	17.35	0	0.23	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0040694444444444	0.42	18.21	0	0.41	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0043611111111111	0.42	17.6	0	0.27	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0046458333333333	0.42	17.54	0	0.25	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0049375	0.42	17.42	0	0.24	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0052291666666666	0.42	17.85	0	0.31	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0055138888888888	0.42	17.55	0	0.26	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0058055555555555	0.42	17.82	0	0.32	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0063819444444444	0.42	17.67	0	0.29	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0066736111111111	0.42	18.11	0	0.38	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0120277777777777	1.67	18.63	0	0.29	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0131805555555555	1.67	18.96	0	0.37	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0143402777777777	1.67	18.45	0	0.25	v	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0014027777777777	0.42	17.08	0	0.06	UWh	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0016875	0.42	17.0	0	0.06	UWh	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0019791666666666	0.42	17.17	0	0.07	UWh	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0022708333333333	0.41	17.37	0	0.07	UWh	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0083402777777777	0.16	18.81	0	0.28	UWh	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.2241319444444444	4.92	20.17	0	0.15	UWh	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.2275138888888889	4.57	20.27	0	0.17	UWh	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.6947500000000001	6.95	21.14	0	0.28	UWh	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
1.2179097222222222	12.97	21.44	0	0.27	UWh	days	observer	False	apparent	AB	NaN	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0012916666666666	0.33	16.77	0	0.16	B	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.001625	0.33	16.48	0	0.17	B	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0019444444444444	0.33	16.94	0	0.21	B	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0046388888888888	3.42	18.1	0	0.13	B	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0138055555555555	8.28	18.46	0	0.11	B	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0326805555555555	17.34	19.24	0	0.15	B	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0820763888888889	52.34	20.13	0	0.27	B	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0016736111111111	0.17	16.51	0	0.23	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0022708333333333	0.17	16.71	0	0.23	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.003125	0.67	17.15	0	0.11	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0042916666666666	0.67	17.66	0	0.18	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0059513888888888	1.33	17.85	0	0.12	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0080625	1.33	17.89	0	0.12	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0101666666666666	1.33	17.97	0	0.14	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0112013888888888	1.33	17.91	0	0.14	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0143402777777777	1.33	18.06	0	0.14	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0153819444444444	1.33	18.26	0	0.15	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0185416666666666	1.33	18.41	0	0.2	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0248124999999999	1.33	18.21	0	0.14	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0258402777777777	1.33	18.54	0	0.18	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0268611111111111	1.33	18.65	0	0.21	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0341666666666666	1.33	18.69	0	0.23	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0447222222222222	1.33	18.94	0	0.13	V	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0016180555555555	0.75	16.03	0	0.07	r'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0043541666666666	2.67	16.8	0	0.05	r'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0271736111111111	28.0	18.52	0	0.13	r'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.6270416666666667	176.0	20.65	0	0.15	r'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0008819444444444	0.33	17.43	0	0.1	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0016319444444444	0.67	15.42	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0021458333333333	0.5	15.71	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0027986111111111	0.67	16.22	0	0.2	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0037291666666666	1.33	16.57	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0051944444444444	3.33	16.97	0	0.03	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0085208333333333	4.0	17.54	0	0.03	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0116527777777777	4.0	17.68	0	0.03	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0148055555555555	4.0	17.96	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0179375	4.0	18.25	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0210972222222222	4.0	18.23	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0242152777777777	4.0	18.17	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0272708333333333	4.0	18.27	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0304652777777777	4.0	18.46	0	0.06	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0335902777777777	4.0	18.5	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0388680555555555	8.0	18.42	0	0.07	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0447222222222222	8.0	19.1	0	0.08	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0533680555555555	13.33	18.64	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0639027777777777	13.33	18.77	0	0.05	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0756597222222222	16.0	18.99	0	0.07	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.088125	16.0	19.37	0	0.08	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.1304652777777777	49.33	19.14	0	0.09	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.838125	66.67	21.38	0	0.12	i'	days	observer	False	apparent	AB	NaN	PROMPT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0125208333333333	0.17	19.06	0	0.31	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0159236111111111	0.5	19.0	0	0.22	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0189791666666666	1.0	19.49	0	0.21	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0233333333333333	2.0	19.77	0	0.21	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0297222222222222	3.0	19.83	0	0.18	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0374652777777777	2.0	19.73	0	0.19	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0445347222222222	3.0	19.98	0	0.18	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0522916666666666	4.0	20.01	0	0.18	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0762361111111111	10.0	20.35	0	0.15	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.1642222222222222	10.0	20.77	0	0.17	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
1.1002222222222222	30.0	22.66	0	0.34	B	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0141527777777777	0.17	18.59	0	0.14	V	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0585069444444444	10.0	19.67	0	0.04	V	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.1013541666666666	10.0	19.69	0	0.08	V	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.1558680555555555	10.0	20.15	0	0.06	V	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
1.1406805555555557	10.0	21.73	0	0.26	V	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
1.158736111111111	15.0	22.51	0	0.49	V	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0121458333333333	0.5	18.21	0	0.05	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0168541666666666	0.5	18.5	0	0.06	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0202430555555555	1.0	18.54	0	0.04	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0252916666666666	2.0	18.75	0	0.05	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0323402777777777	3.0	18.87	0	0.03	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0394097222222222	2.0	19.1	0	0.04	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0464583333333333	3.0	19.13	0	0.06	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0930138888888888	10.0	19.71	0	0.05	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.141	10.0	19.95	0	0.05	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.1810208333333333	10.0	19.9	0	0.05	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
1.0982430555555556	30.0	21.6	0	0.16	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
2.070451388888889	60.0	22.74	0	0.37	r'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0149652777777777	0.17	17.9	0	0.08	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0178263888888888	0.5	18.06	0	0.05	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0216180555555555	1.0	18.25	0	0.04	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0273472222222222	2.0	18.4	0	0.04	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0358194444444444	3.0	18.62	0	0.03	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0414722222222222	2.0	18.71	0	0.04	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0499166666666666	3.0	18.87	0	0.04	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.0846388888888888	10.0	19.26	0	0.07	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.132625	10.0	19.61	0	0.05	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
0.1726527777777778	10.0	19.54	0	0.05	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
1.114	35.0	21.62	0	0.15	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
2.0937708333333336	60.0	22.56	0	0.45	i'	days	observer	False	apparent	AB	NaN	FTN	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
1.187736111111111	60.0	21.29	0	0.18	r'	days	observer	False	apparent	AB	NaN	FTS	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
2.3582222222222224	90.0	22.09	0	0.38	r'	days	observer	False	apparent	AB	NaN	FTS	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
1.1893125	30.0	21.41	0	0.19	i'	days	observer	False	apparent	AB	NaN	FTS	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
16.78	13.7	23.65	0	0.07	R_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
26.78	2.0	23.79	0	0.13	R_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
41.85	6.0	24.14	0	0.1	R_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
50.8	6.0	24.39	0	0.11	R_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
60.81	6.0	24.37	0	0.18	R_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
67.82000000000001	12.0	24.44	0	0.12	R_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
87.3	27.0	24.67	1	NaN	R_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
41.86	6.0	23.18	0	0.1	I_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
50.81	6.0	23.67	0	0.11	I_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
60.81	6.0	24.12	0	0.22	I_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
67.82000000000001	12.0	23.93	0	0.16	I_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
87.83	21.0	24.29	0	0.2	I_{c}	days	observer	False	apparent	AB	NaN	VLT	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
16.775	5.0	24.91	0	0.19	g'	days	observer	False	apparent	AB	NaN	Gemini	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
16.786805555555556	5.0	23.89	0	0.08	r'	days	observer	False	apparent	AB	NaN	Gemini	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
16.790972222222223	5.0	23.58	0	0.07	i'	days	observer	False	apparent	AB	NaN	Gemini	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
16.795833333333334	5.0	23.13	0	0.09	z'	days	observer	False	apparent	AB	NaN	Gemini	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774..114J/abstract
