date	time	band	mag	mag_limit	dmag	instrument	date_unit	time_unit	mag_unit	mag_type	time_frame	extinction_corrected	dtime
51353	420.1	B	21.97	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51353	420.1	R_{c}	21.27	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51353	420.1	I_{c}	21.05	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51354	421.1	V	22.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51354	421.1	B	21.98	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51354	421.1	R_{c}	21.29	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51354	421.1	I_{c}	21.06	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51355	422.1	V	22.32	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51355	422.1	B	22.0	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51355	422.1	R_{c}	21.3	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51355	422.1	I_{c}	21.08	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51356	423.0	V	22.33	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51356	423.0	B	22.01	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51356	423.0	R_{c}	21.32	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51356	423.0	I_{c}	21.1	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51357	424.0	V	22.34	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51357	424.0	B	22.02	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51357	424.0	R_{c}	21.33	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51357	424.0	I_{c}	21.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51358	425.0	V	22.36	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51358	425.0	B	22.03	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51358	425.0	R_{c}	21.35	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51358	425.0	I_{c}	21.13	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51359	426.0	V	22.37	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51359	426.0	B	22.05	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51359	426.0	R_{c}	21.36	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51359	426.0	I_{c}	21.15	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51360	427.0	V	22.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51360	427.0	B	22.06	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51360	427.0	R_{c}	21.38	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51360	427.0	I_{c}	21.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51361	428.0	V	22.39	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51361	428.0	B	22.07	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51361	428.0	R_{c}	21.39	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51361	428.0	I_{c}	21.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51362	429.0	V	22.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51362	429.0	B	22.08	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51362	429.0	R_{c}	21.41	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51362	429.0	I_{c}	21.2	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51363	430.0	V	22.42	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51363	430.0	B	22.1	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51363	430.0	R_{c}	21.42	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51363	430.0	I_{c}	21.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51364	431.0	V	22.43	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51364	431.0	B	22.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51364	431.0	R_{c}	21.44	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51364	431.0	I_{c}	21.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51365	432.0	V	22.44	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51365	432.0	B	22.12	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51365	432.0	R_{c}	21.45	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51365	432.0	I_{c}	21.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51366	433.0	V	22.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51366	433.0	B	22.13	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51366	433.0	R_{c}	21.47	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51366	433.0	I_{c}	21.26	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51367	434.0	V	22.47	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51367	434.0	B	22.14	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51367	434.0	R_{c}	21.48	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51367	434.0	I_{c}	21.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51368	434.9	V	22.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51368	434.9	B	22.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51368	434.9	R_{c}	21.5	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51368	434.9	I_{c}	21.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51369	435.9	V	22.49	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51369	435.9	B	22.17	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51369	435.9	R_{c}	21.52	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51369	435.9	I_{c}	21.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51370	436.9	V	22.5	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51370	436.9	B	22.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51370	436.9	R_{c}	21.53	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51370	436.9	I_{c}	21.33	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51371	437.9	V	22.51	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51371	437.9	B	22.19	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51371	437.9	R_{c}	21.55	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51371	437.9	I_{c}	21.34	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51372	438.9	V	22.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51372	438.9	B	22.2	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51372	438.9	R_{c}	21.56	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51372	438.9	I_{c}	21.36	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51373	439.9	V	22.54	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51373	439.9	B	22.22	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51373	439.9	R_{c}	21.57	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51373	439.9	I_{c}	21.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51374	440.9	V	22.55	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51374	440.9	B	22.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51374	440.9	R_{c}	21.59	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51374	440.9	I_{c}	21.39	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51375	441.9	V	22.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51375	441.9	B	22.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51375	441.9	R_{c}	21.6	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51375	441.9	I_{c}	21.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51376	442.9	V	22.57	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51376	442.9	B	22.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51376	442.9	R_{c}	21.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51376	442.9	I_{c}	21.43	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51377	443.9	V	22.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51377	443.9	B	22.26	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51377	443.9	R_{c}	21.63	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51377	443.9	I_{c}	21.44	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51378	444.9	V	22.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51378	444.9	B	22.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51378	444.9	R_{c}	21.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51378	444.9	I_{c}	21.46	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51379	445.9	V	22.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51379	445.9	B	22.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51379	445.9	R_{c}	21.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51379	445.9	I_{c}	21.48	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51380	446.8	V	22.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51380	446.8	B	22.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51380	446.8	R_{c}	21.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51380	446.8	I_{c}	21.49	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51381	447.8	V	22.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51381	447.8	B	22.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51381	447.8	R_{c}	21.69	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51381	447.8	I_{c}	21.51	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51382	448.8	V	22.64	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51382	448.8	B	22.32	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51382	448.8	R_{c}	21.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51382	448.8	I_{c}	21.52	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51383	449.8	V	22.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51383	449.8	B	22.33	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51383	449.8	R_{c}	21.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51383	449.8	I_{c}	21.54	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51384	450.8	V	22.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51384	450.8	B	22.34	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51384	450.8	R_{c}	21.73	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51384	450.8	I_{c}	21.56	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51385	451.8	V	22.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51385	451.8	B	22.36	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51385	451.8	R_{c}	21.75	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51385	451.8	I_{c}	21.57	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51386	452.8	V	22.69	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51386	452.8	B	22.37	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51386	452.8	R_{c}	21.76	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51386	452.8	I_{c}	21.59	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51387	453.8	V	22.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51387	453.8	B	22.38	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51387	453.8	R_{c}	21.78	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51387	453.8	I_{c}	21.61	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51388	454.8	V	22.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51388	454.8	B	22.39	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51388	454.8	R_{c}	21.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51388	454.8	I_{c}	21.62	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51389	455.8	V	22.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51389	455.8	B	22.4	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51389	455.8	R_{c}	21.8	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51389	455.8	I_{c}	21.64	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51390	456.8	V	22.73	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51390	456.8	B	22.41	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51390	456.8	R_{c}	21.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51390	456.8	I_{c}	21.66	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51391	457.8	V	22.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51391	457.8	B	22.42	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51391	457.8	R_{c}	21.83	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51391	457.8	I_{c}	21.67	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51392	458.7	V	22.75	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51392	458.7	B	22.43	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51392	458.7	R_{c}	21.85	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51392	458.7	I_{c}	21.69	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51393	459.7	V	22.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51393	459.7	B	22.44	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51393	459.7	R_{c}	21.86	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51393	459.7	I_{c}	21.7	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51394	460.7	V	22.78	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51394	460.7	B	22.45	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51394	460.7	R_{c}	21.88	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51394	460.7	I_{c}	21.72	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51395	461.7	V	22.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51395	461.7	B	22.46	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51395	461.7	R_{c}	21.89	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51395	461.7	I_{c}	21.74	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51396	462.7	V	22.8	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51396	462.7	B	22.47	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51396	462.7	R_{c}	21.9	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51396	462.7	I_{c}	21.75	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51397	463.7	V	22.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51397	463.7	B	22.48	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51397	463.7	R_{c}	21.92	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51397	463.7	I_{c}	21.77	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51398	464.7	V	22.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51398	464.7	B	22.5	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51398	464.7	R_{c}	21.93	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51398	464.7	I_{c}	21.79	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51399	465.7	V	22.83	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51399	465.7	B	22.5	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51399	465.7	R_{c}	21.95	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51399	465.7	I_{c}	21.8	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51400	466.7	V	22.84	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51400	466.7	B	22.52	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51400	466.7	R_{c}	21.96	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51400	466.7	I_{c}	21.82	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51401	467.7	V	22.85	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51401	467.7	B	22.53	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51401	467.7	R_{c}	21.97	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51401	467.7	I_{c}	21.83	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51402	468.7	V	22.86	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51402	468.7	B	22.54	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51402	468.7	R_{c}	21.99	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51402	468.7	I_{c}	21.85	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51403	469.7	V	22.88	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51403	469.7	B	22.55	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51403	469.7	R_{c}	22.0	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51403	469.7	I_{c}	21.87	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51404	470.6	V	22.89	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51404	470.6	B	22.56	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51404	470.6	R_{c}	22.01	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51404	470.6	I_{c}	21.88	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51404	470.6	V	22.9	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51404	470.6	B	22.57	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51404	470.6	R_{c}	22.03	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51404	470.6	I_{c}	21.9	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51406	472.6	V	22.91	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51406	472.6	B	22.58	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51406	472.6	R_{c}	22.04	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51406	472.6	I_{c}	21.91	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51407	473.6	V	22.92	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51407	473.6	B	22.59	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51407	473.6	R_{c}	22.05	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51407	473.6	I_{c}	21.93	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51408	474.6	V	22.93	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51408	474.6	B	22.6	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51408	474.6	R_{c}	22.07	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51408	474.6	I_{c}	21.95	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51409	475.6	V	22.94	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51409	475.6	B	22.61	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51409	475.6	R_{c}	22.08	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51409	475.6	I_{c}	21.96	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51410	476.6	V	22.95	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51410	476.6	B	22.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51410	476.6	R_{c}	22.09	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51410	476.6	I_{c}	21.98	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51411	477.6	V	22.96	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51411	477.6	B	22.63	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51411	477.6	R_{c}	22.11	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51411	477.6	I_{c}	22.0	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51412	478.6	V	22.97	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51412	478.6	B	22.64	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51412	478.6	R_{c}	22.12	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51412	478.6	I_{c}	22.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51413	479.6	V	22.98	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51413	479.6	B	22.64	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51413	479.6	R_{c}	22.13	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51413	479.6	I_{c}	22.03	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51414	480.6	V	22.99	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51414	480.6	B	22.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51414	480.6	R_{c}	22.15	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51414	480.6	I_{c}	22.04	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51415	481.6	V	23.0	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51415	481.6	B	22.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51415	481.6	R_{c}	22.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51415	481.6	I_{c}	22.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51416	482.5	V	23.02	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51416	482.5	B	22.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51416	482.5	R_{c}	22.17	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51416	482.5	I_{c}	22.07	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51417	483.5	V	23.02	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51417	483.5	B	22.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51417	483.5	R_{c}	22.19	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51417	483.5	I_{c}	22.09	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51418	484.5	V	23.04	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51418	484.5	B	22.69	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51418	484.5	R_{c}	22.2	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51418	484.5	I_{c}	22.11	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51419	485.5	V	23.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51419	485.5	B	22.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51419	485.5	R_{c}	22.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51419	485.5	I_{c}	22.12	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51420	486.5	V	23.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51420	486.5	B	22.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51420	486.5	R_{c}	22.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51420	486.5	I_{c}	22.14	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51421	487.5	V	23.07	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51421	487.5	B	22.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51421	487.5	R_{c}	22.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51421	487.5	I_{c}	22.15	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51422	488.5	V	23.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51422	488.5	B	22.73	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51422	488.5	R_{c}	22.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51422	488.5	I_{c}	22.17	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51423	489.5	V	23.09	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51423	489.5	B	22.74	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51423	489.5	R_{c}	22.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51423	489.5	I_{c}	22.19	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51424	490.5	V	23.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51424	490.5	B	22.75	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51424	490.5	R_{c}	22.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51424	490.5	I_{c}	22.2	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51425	491.5	V	23.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51425	491.5	B	22.76	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51425	491.5	R_{c}	22.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
