date	time	band	mag	mag_limit	dmag	instrument	date_unit	time_unit	mag_unit	mag_type	time_frame	extinction_corrected	dtime
51135	203.9	I_{c}	17.59	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51136	204.9	V	18.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51136	204.9	B	18.32	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51136	204.9	R_{c}	17.85	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51136	204.9	I_{c}	17.6	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51137	205.9	V	18.75	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51137	205.9	B	18.33	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51137	205.9	R_{c}	17.86	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51137	205.9	I_{c}	17.62	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51138	206.9	V	18.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51138	206.9	B	18.35	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51138	206.9	R_{c}	17.88	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51138	206.9	I_{c}	17.63	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51139	207.9	V	18.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51139	207.9	B	18.37	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51139	207.9	R_{c}	17.89	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51139	207.9	I_{c}	17.65	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51140	208.8	V	18.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51140	208.8	B	18.39	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51140	208.8	R_{c}	17.91	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51140	208.8	I_{c}	17.66	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51141	209.8	V	18.83	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51140	208.8	B	18.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51140	208.8	R_{c}	17.92	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51140	208.8	I_{c}	17.68	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51142	210.8	V	18.85	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51142	210.8	B	18.43	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51142	210.8	R_{c}	17.94	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51142	210.8	I_{c}	17.69	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51143	211.8	V	18.86	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51142	210.8	B	18.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51142	210.8	R_{c}	17.95	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51142	210.8	I_{c}	17.71	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51144	212.8	V	18.88	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51144	212.8	B	18.46	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51144	212.8	R_{c}	17.97	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51144	212.8	I_{c}	17.72	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51145	213.8	V	18.9	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51145	213.8	B	18.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51145	213.8	R_{c}	17.98	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51145	213.8	I_{c}	17.74	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51146	214.8	V	18.92	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51146	214.8	B	18.5	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51146	214.8	R_{c}	18.0	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51146	214.8	I_{c}	17.75	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51147	215.8	V	18.94	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51146	214.8	B	18.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51146	214.8	R_{c}	18.01	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51146	214.8	I_{c}	17.77	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51148	216.8	V	18.95	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51148	216.8	B	18.54	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51148	216.8	R_{c}	18.02	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51148	216.8	I_{c}	17.78	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51149	217.8	V	18.97	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51149	217.8	B	18.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51149	217.8	R_{c}	18.04	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51149	217.8	I_{c}	17.8	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51150	218.8	V	18.99	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51150	218.8	B	18.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51150	218.8	R_{c}	18.05	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51150	218.8	I_{c}	17.81	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51151	219.8	V	19.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51151	219.8	B	18.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51151	219.8	R_{c}	18.07	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51151	219.8	I_{c}	17.83	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51152	220.7	V	19.03	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51152	220.7	B	18.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51152	220.7	R_{c}	18.08	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51152	220.7	I_{c}	17.84	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51153	221.7	V	19.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51152	220.7	B	18.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51152	220.7	R_{c}	18.1	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51152	220.7	I_{c}	17.86	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51154	222.7	V	19.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51154	222.7	B	18.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51154	222.7	R_{c}	18.11	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51154	222.7	I_{c}	17.88	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51155	223.7	V	19.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51155	223.7	B	18.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51155	223.7	R_{c}	18.12	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51155	223.7	I_{c}	17.89	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51156	224.7	V	19.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51156	224.7	B	18.69	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51156	224.7	R_{c}	18.14	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51156	224.7	I_{c}	17.9	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51157	225.7	V	19.12	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51157	225.7	B	18.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51157	225.7	R_{c}	18.15	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51157	225.7	I_{c}	17.92	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51158	226.7	V	19.14	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51158	226.7	B	18.73	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51158	226.7	R_{c}	18.17	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51158	226.7	I_{c}	17.93	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51159	227.7	V	19.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51159	227.7	B	18.75	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51159	227.7	R_{c}	18.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51159	227.7	I_{c}	17.95	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51160	228.7	V	19.17	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51160	228.7	B	18.76	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51160	228.7	R_{c}	18.2	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51160	228.7	I_{c}	17.96	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51161	229.7	V	19.19	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51161	229.7	B	18.78	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51161	229.7	R_{c}	18.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51161	229.7	I_{c}	17.98	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51162	230.7	V	19.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51162	230.7	B	18.8	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51162	230.7	R_{c}	18.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51162	230.7	I_{c}	18.0	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51163	231.7	V	19.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51162	230.7	B	18.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51162	230.7	R_{c}	18.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51162	230.7	I_{c}	18.01	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51164	232.6	V	19.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51164	232.6	B	18.84	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51164	232.6	R_{c}	18.26	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51164	232.6	I_{c}	18.02	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51165	233.6	V	19.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51165	233.6	B	18.86	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51165	233.6	R_{c}	18.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51165	233.6	I_{c}	18.04	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	V	19.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	B	18.88	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	R_{c}	18.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	I_{c}	18.05	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51167	235.6	V	19.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	B	18.89	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	R_{c}	18.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	I_{c}	18.07	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51168	236.6	V	19.32	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	B	18.91	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	R_{c}	18.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51166	234.6	I_{c}	18.09	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51169	237.6	V	19.34	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51169	237.6	B	18.93	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51169	237.6	R_{c}	18.33	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51169	237.6	I_{c}	18.1	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51170	238.6	V	19.36	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51170	238.6	B	18.95	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51170	238.6	R_{c}	18.34	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51170	238.6	I_{c}	18.11	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51171	239.6	V	19.37	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51171	239.6	B	18.97	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51171	239.6	R_{c}	18.36	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51171	239.6	I_{c}	18.13	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51172	240.6	V	19.39	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51171	239.6	B	18.99	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51171	239.6	R_{c}	18.37	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51171	239.6	I_{c}	18.14	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51173	241.6	V	19.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51173	241.6	B	19.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51173	241.6	R_{c}	18.39	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51173	241.6	I_{c}	18.16	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51174	242.6	V	19.43	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51174	242.6	B	19.02	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51174	242.6	R_{c}	18.4	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51174	242.6	I_{c}	18.17	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51175	243.6	V	19.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51175	243.6	B	19.04	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51175	243.6	R_{c}	18.42	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51175	243.6	I_{c}	18.19	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51176	244.5	V	19.47	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51176	244.5	B	19.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51176	244.5	R_{c}	18.43	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51176	244.5	I_{c}	18.2	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51177	245.5	V	19.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51177	245.5	B	19.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51177	245.5	R_{c}	18.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51177	245.5	I_{c}	18.22	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51178	246.5	V	19.5	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51178	246.5	B	19.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51178	246.5	R_{c}	18.46	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51178	246.5	I_{c}	18.24	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51179	247.5	V	19.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51179	247.5	B	19.12	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51179	247.5	R_{c}	18.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51179	247.5	I_{c}	18.25	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51180	248.5	V	19.54	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51180	248.5	B	19.14	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51180	248.5	R_{c}	18.49	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51180	248.5	I_{c}	18.27	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51181	249.5	V	19.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51181	249.5	B	19.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51181	249.5	R_{c}	18.5	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51181	249.5	I_{c}	18.28	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51182	250.5	V	19.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51182	250.5	B	19.17	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51182	250.5	R_{c}	18.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51182	250.5	I_{c}	18.3	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51183	251.5	V	19.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51183	251.5	B	19.19	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51183	251.5	R_{c}	18.53	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51183	251.5	I_{c}	18.31	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51184	252.5	V	19.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51184	252.5	B	19.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51184	252.5	R_{c}	18.55	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51184	252.5	I_{c}	18.33	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51185	253.5	V	19.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51185	253.5	B	19.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51185	253.5	R_{c}	18.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51185	253.5	I_{c}	18.34	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51186	254.5	V	19.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51186	254.5	B	19.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51186	254.5	R_{c}	18.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51186	254.5	I_{c}	18.36	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51187	255.5	V	19.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51187	255.5	B	19.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51187	255.5	R_{c}	18.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51187	255.5	I_{c}	18.37	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51188	256.4	V	19.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51188	256.4	B	19.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51188	256.4	R_{c}	18.61	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51188	256.4	I_{c}	18.39	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51189	257.4	V	19.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51189	257.4	B	19.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51189	257.4	R_{c}	18.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51189	257.4	I_{c}	18.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51190	258.4	V	19.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51190	258.4	B	19.32	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51190	258.4	R_{c}	18.64	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51190	258.4	I_{c}	18.42	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51191	259.4	V	19.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51191	259.4	B	19.34	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51191	259.4	R_{c}	18.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51191	259.4	I_{c}	18.44	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51192	260.4	V	19.76	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51192	260.4	B	19.36	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51192	260.4	R_{c}	18.67	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51192	260.4	I_{c}	18.45	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51193	261.4	V	19.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51193	261.4	B	19.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51193	261.4	R_{c}	18.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51193	261.4	I_{c}	18.47	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51194	262.4	V	19.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51194	262.4	B	19.39	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51194	262.4	R_{c}	18.7	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51194	262.4	I_{c}	18.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51195	263.4	V	19.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51195	263.4	B	19.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51195	263.4	R_{c}	18.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51195	263.4	I_{c}	18.5	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51196	264.4	V	19.83	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51196	264.4	B	19.43	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51196	264.4	R_{c}	18.73	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51196	264.4	I_{c}	18.51	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51197	265.4	V	19.85	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51197	265.4	B	19.45	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51197	265.4	R_{c}	18.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51197	265.4	I_{c}	18.53	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51198	266.4	V	19.87	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51198	266.4	B	19.47	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51198	266.4	R_{c}	18.76	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51198	266.4	I_{c}	18.54	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51199	267.4	V	19.88	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51199	267.4	B	19.49	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51199	267.4	R_{c}	18.77	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51199	267.4	I_{c}	18.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51200	268.3	V	19.9	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51200	268.3	B	19.5	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51200	268.3	R_{c}	18.79	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51200	268.3	I_{c}	18.57	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51201	269.3	V	19.92	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51201	269.3	B	19.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51201	269.3	R_{c}	18.8	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51201	269.3	I_{c}	18.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51202	270.3	V	19.94	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51202	270.3	B	19.54	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51202	270.3	R_{c}	18.82	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51202	270.3	I_{c}	18.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51203	271.3	V	19.96	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51203	271.3	B	19.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51203	271.3	R_{c}	18.83	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51203	271.3	I_{c}	18.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51204	272.3	V	19.98	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51204	272.3	B	19.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51204	272.3	R_{c}	18.85	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51204	272.3	I_{c}	18.64	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51205	273.3	V	19.99	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51205	273.3	B	19.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51205	273.3	R_{c}	18.86	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51205	273.3	I_{c}	18.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51206	274.3	V	20.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51206	274.3	B	19.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51206	274.3	R_{c}	18.88	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51206	274.3	I_{c}	18.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51207	275.3	V	20.03	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51207	275.3	B	19.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51207	275.3	R_{c}	18.89	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51207	275.3	I_{c}	18.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51208	276.3	V	20.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
