time	integration	mag	mag_limit	dmag	band	instrument	integration_unit	time_unit	time_frame	mag_unit	mag_type	extinction_corrected	dtime	reference
24.6534		23.63	0	0.07	i	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
189.4159		23.89	0	0.07	i	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.7738		23.27	0	0.27	z	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
189.4331		23.86	0	0.14	z	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.006		15.91	0	0.1	UVV	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.5864		24.21	0	0.47	UVV	TNG		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0033		15.05	0	0.06	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0037		15.06	0	0.06	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0041		15.21	0	0.07	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.009		16.02	0	0.07	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0127		16.39	0	0.07	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0181		16.81	0	0.08	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0254		17.09	0	0.08	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0327		17.26	0	0.07	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0399		17.46	0	0.08	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0464		17.66	0	0.12	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.05		17.7	0	0.1	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0552		18.0	0	0.08	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0626		18.12	0	0.08	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0698		18.24	0	0.09	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0771		18.54	0	0.08	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0865		18.79	0	0.07	R	FTN		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.5983		22.5	0	0.46	R	LT		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.6301		23.23	0	0.18	R	TNG		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.7069		21.3	1		I_{c}	IAC8		days	observer	Vega	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
