instrument	band	date	time	mag	mag_limit	dmag	dmag2	mag_unit	time_unit	date_unit
MDM	R	2728.6591319	0.6749343	15.392	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6601505	0.6759529	15.409	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.6611806	0.676983	15.381	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6622106	0.678013	15.39	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6632292	0.6790316	15.421	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.6642593	0.6800617	15.401	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6652894	0.6810918	15.413	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6663079	0.6821103	15.416	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.667338	0.6831404	15.425	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6683681	0.6841705	15.431	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6693981	0.6852005	15.428	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6704167	0.6862191	15.418	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6714468	0.6872492	15.427	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6724769	0.6882793	15.439	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6734954	0.6892978	15.444	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6745255	0.6903279	15.456	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6755556	0.691358	15.438	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6765741	0.6923765	15.433	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6776042	0.6934066	15.461	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6786343	0.6944367	15.452	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6796644	0.6954668	15.447	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6806829	0.6964853	15.457	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.681713	0.6975154	15.457	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6827431	0.6985455	15.464	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6837616	0.699564	15.476	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6847917	0.7005941	15.469	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6858218	0.7016242	15.482	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6868403	0.7026427	15.479	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6878704	0.7036728	15.478	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6889005	0.7047029	15.481	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6899306	0.705733	15.476	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6909491	0.7067515	15.481	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6919792	0.7077816	15.485	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6930093	0.7088117	15.487	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6940278	0.7098302	15.497	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6950579	0.7108603	15.494	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.696088	0.7118904	15.504	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6971065	0.7129089	15.512	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6981366	0.713939	15.505	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.6991667	0.7149691	15.514	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7001852	0.7159876	15.518	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7012153	0.7170177	15.523	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7022454	0.7180478	15.53	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7032755	0.7190779	15.526	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.704294	0.7200964	15.515	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7053241	0.7211265	15.535	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7063542	0.7221566	15.539	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7073727	0.7231751	15.532	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7084028	0.7242052	15.535	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7094329	0.7252353	15.548	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7104514	0.7262538	15.539	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7114815	0.7272839	15.547	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7125116	0.728314	15.553	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7135417	0.7293441	15.547	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7145602	0.7303626	15.557	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7155903	0.7313927	15.567	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7166204	0.7324228	15.553	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7176389	0.7334413	15.548	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.718669	0.7344714	15.585	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7196991	0.7355015	15.561	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7207176	0.73652	15.572	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7217477	0.7375501	15.582	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7227778	0.7385802	15.575	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7238079	0.7396103	15.567	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7248264	0.7406288	15.584	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7258565	0.7416589	15.591	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7268866	0.742689	15.596	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7279051	0.7437075	15.597	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7289352	0.7447376	15.594	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7299653	0.7457677	15.599	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7309838	0.7467862	15.593	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7320139	0.7478163	15.604	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.733044	0.7488464	15.603	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7340741	0.7498765	15.613	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7350926	0.750895	15.612	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7361227	0.7519251	15.619	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7371528	0.7529552	15.619	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7381713	0.7539737	15.626	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7392014	0.7550038	15.63	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7402315	0.7560339	15.638	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.74125	0.7570524	15.614	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7422801	0.7580825	15.63	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7433102	0.7591126	15.632	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7443403	0.7601427	15.635	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7464468	0.7622492	15.637	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7474769	0.7632793	15.639	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7485069	0.7643093	15.656	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7495255	0.7653279	15.647	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7505556	0.766358	15.652	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7515856	0.767388	15.645	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7526042	0.7684066	15.659	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7536343	0.7694367	15.66	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7546644	0.7704668	15.653	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7556829	0.7714853	15.656	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.756713	0.7725154	15.667	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7577431	0.7735455	15.673	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7587731	0.7745755	15.664	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7597917	0.7755941	15.693	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7608218	0.7766242	15.674	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7618519	0.7776543	15.686	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7628704	0.7786728	15.693	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7639005	0.7797029	15.68	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7649306	0.780733	15.689	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7659491	0.7817515	15.683	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7669792	0.7827816	15.691	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7680093	0.7838117	15.7	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7690394	0.7848418	15.698	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7700579	0.7858603	15.704	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.771088	0.7868904	15.702	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7721181	0.7879205	15.705	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7731366	0.788939	15.712	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7741667	0.7899691	15.714	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7751968	0.7909992	15.697	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7762269	0.7920293	15.706	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.7772454	0.7930478	15.726	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7782755	0.7940779	15.733	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7793056	0.795108	15.732	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7803241	0.7961265	15.726	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7813542	0.7971566	15.733	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7823843	0.7981867	15.747	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7834028	0.7992052	15.741	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7844329	0.8002353	15.733	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.785463	0.8012654	15.738	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7864931	0.8022955	15.747	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7875116	0.803314	15.753	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7885417	0.8043441	15.751	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7895718	0.8053742	15.758	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7905903	0.8063927	15.749	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7916204	0.8074228	15.767	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7926505	0.8084529	15.749	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.7936806	0.809483	15.775	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7946991	0.8105015	15.763	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7957292	0.8115316	15.773	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7967593	0.8125617	15.767	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7977778	0.8135802	15.771	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.7988079	0.8146103	15.783	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.799838	0.8156404	15.794	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8008681	0.8166705	15.78	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8018866	0.817689	15.804	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8029167	0.8187191	15.802	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8039468	0.8197492	15.796	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8049769	0.8207793	15.805	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8059954	0.8217978	15.806	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8070255	0.8228279	15.797	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8080556	0.823858	15.8	0	00.006	0.047	Unknown	days	MJD
MDM	R	2728.8090741	0.8248765	15.81	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8101042	0.8259066	15.814	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8111343	0.8269367	15.816	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8121644	0.8279668	15.819	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8131829	0.8289853	15.817	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.814213	0.8300154	15.817	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8152431	0.8310455	15.83	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8162616	0.832064	15.836	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8172917	0.8330941	15.819	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8183218	0.8341242	15.838	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8193403	0.8351427	15.829	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8203704	0.8361728	15.837	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8214005	0.8372029	15.843	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8224306	0.838233	15.846	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8234491	0.8392515	15.847	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8244792	0.8402816	15.844	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8255093	0.8413117	15.853	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8265278	0.8423302	15.857	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8275579	0.8433603	15.86	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.828588	0.8443904	15.86	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8296181	0.8454205	15.867	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8306366	0.846439	15.864	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8316667	0.8474691	15.856	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8326968	0.8484992	15.863	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8337153	0.8495177	15.869	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8347454	0.8505478	15.877	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8357755	0.8515779	15.877	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8368056	0.852608	15.878	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8378241	0.8536265	15.876	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8388542	0.8546566	15.882	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8398843	0.8556867	15.871	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8409028	0.8567052	15.881	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8419329	0.8577353	15.893	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.842963	0.8587654	15.889	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8439815	0.8597839	15.906	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8450116	0.860814	15.899	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8460417	0.8618441	15.893	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8480903	0.8638927	15.903	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8491204	0.8649228	15.897	0	00.008	0.048	Unknown	days	MJD
MDM	R	2728.8501505	0.8659529	15.876	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.851169	0.8669714	15.913	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8521991	0.8680015	15.91	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8532292	0.8690316	15.913	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8542593	0.8700617	15.919	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.8552778	0.8710802	15.922	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8563079	0.8721103	15.929	0	00.007	0.047	Unknown	days	MJD
MDM	R	2728.857338	0.8731404	15.935	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8583565	0.8741589	15.925	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8593866	0.875189	15.944	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8604167	0.8762191	15.937	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8614352	0.8772376	15.946	0	00.008	0.047	Unknown	days	MJD
MDM	R	2728.8624653	0.8782677	15.941	0	00.008	0.048	Unknown	days	MJD
MDM	R	2728.8634954	0.8792978	15.938	0	00.008	0.048	Unknown	days	MJD
MDM	R	2728.8645255	0.8803279	15.937	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.865544	0.8813464	15.941	0	00.008	0.048	Unknown	days	MJD
MDM	R	2728.8665741	0.8823765	15.947	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.8676042	0.8834066	15.946	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8686227	0.8844251	15.958	0	00.008	0.048	Unknown	days	MJD
MDM	R	2728.8696528	0.8854552	15.977	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.8706829	0.8864853	15.969	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.871713	0.8875154	15.973	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.8727315	0.8885339	15.971	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.8737616	0.889564	15.97	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.8747917	0.8905941	15.952	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.8758102	0.8916126	15.98	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8768403	0.8926427	15.978	0	00.010	0.048	Unknown	days	MJD
MDM	R	2728.8778704	0.8936728	15.987	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.8789005	0.8947029	15.98	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.879919	0.8957214	15.975	0	00.010	0.048	Unknown	days	MJD
MDM	R	2728.8809491	0.8967515	15.997	0	00.010	0.048	Unknown	days	MJD
MDM	R	2728.8819792	0.8977816	15.986	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8829977	0.8988001	15.978	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8840278	0.8998302	15.968	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8850579	0.9008603	15.99	0	00.012	0.048	Unknown	days	MJD
MDM	R	2728.886088	0.9018904	15.989	0	00.010	0.048	Unknown	days	MJD
MDM	R	2728.8871065	0.9029089	15.992	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8881366	0.903939	15.998	0	00.010	0.048	Unknown	days	MJD
MDM	R	2728.8891667	0.9049691	16.0	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8901968	0.9059992	16.008	0	00.012	0.048	Unknown	days	MJD
MDM	R	2728.8912153	0.9070177	15.999	0	00.009	0.048	Unknown	days	MJD
MDM	R	2728.8922454	0.9080478	16.017	0	00.010	0.048	Unknown	days	MJD
MDM	R	2728.8932755	0.9090779	16.034	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.894294	0.9100964	16.017	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8953241	0.9111265	16.022	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8963542	0.9121566	16.007	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8973843	0.9131867	16.038	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8984028	0.9142052	16.03	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.8994329	0.9152353	16.017	0	00.013	0.048	Unknown	days	MJD
MDM	R	2728.900463	0.9162654	16.025	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.9014815	0.9172839	16.036	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.9025116	0.918314	16.035	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.9035417	0.9193441	16.053	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.9045718	0.9203742	16.043	0	00.010	0.048	Unknown	days	MJD
MDM	R	2728.9055903	0.9213927	16.042	0	00.013	0.048	Unknown	days	MJD
MDM	R	2728.9066204	0.9224228	16.032	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.9076505	0.9234529	16.028	0	00.012	0.048	Unknown	days	MJD
MDM	R	2728.908669	0.9244714	16.049	0	00.013	0.049	Unknown	days	MJD
MDM	R	2728.9096991	0.9255015	16.05	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.9107292	0.9265316	16.046	0	00.013	0.048	Unknown	days	MJD
MDM	R	2728.9117593	0.9275617	16.052	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.9127778	0.9285802	16.058	0	00.012	0.048	Unknown	days	MJD
MDM	R	2728.9138079	0.9296103	16.04	0	00.013	0.048	Unknown	days	MJD
MDM	R	2728.914838	0.9306404	16.057	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.9158565	0.9316589	16.054	0	00.011	0.048	Unknown	days	MJD
MDM	R	2728.9168866	0.932689	16.051	0	00.014	0.049	Unknown	days	MJD
MDM	R	2728.9179167	0.9337191	16.083	0	00.014	0.049	Unknown	days	MJD
MDM	R	2728.9189468	0.9347492	16.088	0	00.013	0.049	Unknown	days	MJD
MDM	R	2728.9199653	0.9357677	16.075	0	00.013	0.048	Unknown	days	MJD
MDM	R	2728.9209954	0.9367978	16.083	0	00.013	0.048	Unknown	days	MJD
MDM	R	2728.9220255	0.9378279	16.08	0	00.014	0.049	Unknown	days	MJD
MDM	R	2728.923044	0.9388464	16.095	0	00.013	0.048	Unknown	days	MJD
MDM	R	2728.9240741	0.9398765	16.104	0	00.016	0.049	Unknown	days	MJD
MDM	R	2728.9251042	0.9409066	16.099	0	00.017	0.050	Unknown	days	MJD
MDM	R	2728.9261343	0.9419367	16.071	0	00.033	0.057	Unknown	days	MJD
MDM	R	2728.9271528	0.9429552	16.068	0	00.018	0.050	Unknown	days	MJD
MDM	R	2728.9281829	0.9439853	16.064	0	00.024	0.053	Unknown	days	MJD
MDM	R	2728.929213	0.9450154	16.101	0	00.017	0.050	Unknown	days	MJD
MDM	R	2728.9302315	0.9460339	16.071	0	00.016	0.049	Unknown	days	MJD
MDM	R	2728.9312616	0.947064	16.107	0	00.016	0.050	Unknown	days	MJD
MDM	R	2728.9322917	0.9480941	16.083	0	00.022	0.052	Unknown	days	MJD
MDM	R	2728.9333218	0.9491242	16.086	0	00.025	0.053	Unknown	days	MJD
MDM	R	2728.9343403	0.9501427	16.1	0	00.021	0.051	Unknown	days	MJD
MDM	R	2728.9353704	0.9511728	16.116	0	00.020	0.051	Unknown	days	MJD
MDM	R	2728.9364005	0.9522029	16.107	0	00.025	0.053	Unknown	days	MJD
MDM	R	2728.937419	0.9532214	16.109	0	00.028	0.054	Unknown	days	MJD
MDM	R	2728.9384491	0.9542515	16.098	0	00.028	0.055	Unknown	days	MJD
MDM	R	2728.9394792	0.9552816	16.143	0	00.017	0.050	Unknown	days	MJD
MDM	R	2728.9405093	0.9563117	16.103	0	00.018	0.050	Unknown	days	MJD
MDM	R	2728.9415278	0.9573302	16.119	0	00.023	0.052	Unknown	days	MJD
MDM	R	2728.9425579	0.9583603	16.106	0	00.016	0.049	Unknown	days	MJD
MDM	R	2728.943588	0.9593904	16.113	0	00.020	0.051	Unknown	days	MJD
MDM	R	2728.9446065	0.9604089	16.134	0	00.020	0.051	Unknown	days	MJD
MDM	R	2728.9456366	0.961439	16.143	0	00.014	0.049	Unknown	days	MJD
MDM	V	2749.7329861	21.7487885	20.386	0	00.016	0.019	Unknown	days	MJD
MDM	R	2749.7680903	21.7838927	19.841	0	00.016	0.033	Unknown	days	MJD
MDM	I	2749.7853125	21.8011149	19.888	0	00.024	0.039	Unknown	days	MJD
MDM	B	2750.6521644	22.6679668	21.225	0	00.023	0.041	Unknown	days	MJD
MDM	R	2792.6867245	64.7025269	21.734	0	00.086	0.091	Unknown	days	MJD
MDM	R	2793.6915625	65.7073649	21.668	0	00.049	0.057	Unknown	days	MJD
MDM	R	2794.6897106	66.705513	21.614	0	00.048	0.056	Unknown	days	MJD
MDM	R	2795.6928819	67.7086843	21.549	0	00.049	0.057	Unknown	days	MJD
MDM	R	2807.6869792	79.7027816	21.819	0	00.093	0.097	Unknown	days	MJD
Palomar	1.5m+Norris	I	2730.8752118	2.8910142	16.467	0	00.050	0.070	Unknown	days	MJD
Mt. Laguna	1m+Loral	R	2728.6796829	0.6954853	15.434	0	00.002	0.052	Unknown	days	MJD
Mt. Laguna	1m+Loral	I	2728.6903206	0.706123	14.98	0	00.002	0.054	Unknown	days	MJD
Mt. Laguna	1m+Loral	B	2728.6978715	0.7136739	16.261	0	00.005	0.053	Unknown	days	MJD
Mt. Laguna	1m+Loral	V	2728.7054005	0.7212029	15.912	0	00.003	0.050	Unknown	days	MJD
Mt. Laguna	1m+Loral	R	2728.7124155	0.7282179	15.554	0	00.003	0.052	Unknown	days	MJD
Mt. Laguna	1m+Loral	I	2728.718463	0.7342654	15.074	0	00.006	0.054	Unknown	days	MJD
Mt. Laguna	1m+Loral	B	2728.7244039	0.7402063	16.33	0	00.005	0.053	Unknown	days	MJD
Mt. Laguna	1m+Loral	V	2728.7303403	0.7461427	15.969	0	00.004	0.050	Unknown	days	MJD
Mt. Laguna	1m+Loral	B	2728.7674016	0.783204	16.406	0	00.005	0.053	Unknown	days	MJD
Mt. Laguna	1m+Loral	V	2728.7735266	0.789329	16.075	0	00.003	0.050	Unknown	days	MJD
Mt. Laguna	1m+Loral	R	2728.7798542	0.7956566	15.685	0	00.003	0.052	Unknown	days	MJD
Mt. Laguna	1m+Loral	I	2728.7857604	0.8015628	15.243	0	00.006	0.054	Unknown	days	MJD
Mt. Laguna	1m+Loral	B	2728.8111481	0.8269505	16.504	0	00.007	0.053	Unknown	days	MJD
Mt. Laguna	1m+Loral	V	2728.8182558	0.8340582	16.176	0	00.003	0.050	Unknown	days	MJD
Mt. Laguna	1m+Loral	R	2728.8244375	0.8402399	15.814	0	00.003	0.052	Unknown	days	MJD
Mt. Laguna	1m+Loral	I	2728.8308218	0.8466242	15.355	0	00.003	0.054	Unknown	days	MJD
Mt. Laguna	1m+Loral	B	2728.8370752	0.8528776	16.568	0	00.006	0.053	Unknown	days	MJD
Mt. Laguna	1m+Loral	V	2728.843169	0.8589714	16.223	0	00.003	0.050	Unknown	days	MJD
Mt. Laguna	1m+Loral	R	2728.8491586	0.864961	15.864	0	00.003	0.052	Unknown	days	MJD
Mt. Laguna	1m+Loral	I	2728.8550625	0.8708649	15.4	0	00.004	0.054	Unknown	days	MJD
Mt. Laguna	1m+Loral	B	2728.8709224	0.8867248	16.627	0	00.007	0.053	Unknown	days	MJD
Mt. Laguna	1m+Loral	V	2728.8768866	0.892689	16.288	0	00.005	0.050	Unknown	days	MJD
Mt. Laguna	1m+Loral	R	2728.8831273	0.8989297	15.952	0	00.003	0.052	Unknown	days	MJD
