date	time	integration	freq	flux_density	flux_density_limit	dflux_density	date_unit	time_unit	integration_unit	freq_unit	flux_density_unit	dtime	reference	instrument	beam	position_angle	 	image_rms	luminosity	image_rms_unit	luminosity_unit	VLA_Project_Code	system_noise_temp	seeing	optical_depth
2005-Jun-17.54	811.06000	NaN	610.0	1.1	1	NaN	yyyy-month-deciday	days	NaN	MHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Jun-28.59	702.11000	NaN	325.0	1.8	1	NaN	yyyy-month-deciday	days	NaN	MHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Jul-1.19	824.71000	NaN	1280.0	0.53	0	0.09	yyyy-month-deciday	days	NaN	MHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Sep-2.99	888.51000	NaN	610.0	0.68	0	0.13	yyyy-month-deciday	days	NaN	MHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Oct-8.20	923.72000	NaN	1280.0	0.49	0	0.09	yyyy-month-deciday	days	NaN	MHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Dec-22.926-23.196	268.57700	6.5	2.3	1.618	0	0.031	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.135	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Dec-25.005-25.188	270.61200	4.4	1.4	2.502	0	0.139	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.0915046296296296	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Jan-25.833-26.333	302.59900	12.0	0.35	0.951	1	NaN	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.25	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Jan-29.822-29.961	306.40800	3.3	1.4	1.552	0	0.111	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.0695023148148148	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Jan-29.995-30.134	306.58000	3.3	4.8	0.648	1	NaN	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.0694965277777777	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Jan-30.168-30.307	306.75300	3.3	2.3	1.389	0	0.067	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.0694965277777777	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Jan-31.012-31.137	307.59100	3.0	8.4	0.815	0	0.225	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.0625	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Feb-10.790-11.289	318.55500	12.0	0.84	2.332	0	0.288	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.2495023148148148	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Mar-26.667-26.934	363.81600	6.4	4.8	0.597	0	0.027	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1335011574074074	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Mar-27.664-28.152	364.42400	11.7	1.4	1.318	0	0.104	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.2439988425925925	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Mar-28.862-29.153	365.52400	7.0	2.3	0.871	0	0.029	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1455034722222222	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Apr-11.623-11.880	379.26700	6.2	0.84	1.525	0	0.389	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1285011574074074	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-May-2.566-3.065	400.33100	12.0	0.35	1.305	1	NaN	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.2494965277777777	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-May-19.634-20.018	417.34200	9.2	1.4	1.824	0	0.1	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1920023148148148	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-May-22.511-22.794	420.16800	6.8	2.3	0.933	0	0.034	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1414988425925926	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Jul-3.396-3.729	462.07800	8.0	2.3	0.707	0	0.039	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1664988425925926	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Jul-4.394-4.726	463.07600	8.0	4.8	0.329	0	0.027	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1660011574074073	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Aug-1.317-1.598	490.97400	6.7	1.4	0.622	0	0.095	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1405034722222222	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Sep-25.328-25.667	546.01300	8.1	4.8	0.274	0	0.034	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1694965277777777	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Nov-2.063-2.271	583.68300	5.0	2.3	0.543	0	0.046	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1039988425925926	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Nov-11.039-11.371	592.72100	8.0	1.4	1.162	0	0.063	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1660011574074074	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Nov-12.036-12.536	593.80200	12.0	0.84	1.306	0	0.366	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.25	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Nov-20.014-20.486	601.76600	11.3	0.35	2.124	1	NaN	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.2360011574074074	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Mar-24.673-25.172	726.43900	12.0	0.84	1.199	0	0.238	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.2494965277777777	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Mar-26.667-27.167	728.43300	12.0	0.35	0.996	1	NaN	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.25	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Apr-9.629-10.129	742.39500	12.0	1.4	1.078	0	0.072	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.25	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Apr-10.627-11.126	743.89200	12.0	2.3	0.504	0	0.048	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.2495023148148147	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-May-14.534-14.919	777.24200	9.2	4.8	0.409	0	0.027	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1925	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-May-15.531-15.883	778.22300	8.1	8.4	0.309	1	NaN	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.1760011574074074	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Nov-27.993-28.493	974.75900	12.0	4.8	0.15	0	0.019	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.25	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Dec-7.004-8.292	984.16300	13.8	2.3	0.318	0	0.058	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.6439988425925925	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Dec-9.000-10.233	986.13200	12.5	1.4	0.842	0	0.127	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.6164988425925926	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2006-Apr-9.637-10.129	1107.39900	11.8	0.84	0.817	0	0.392	yyyy-month-deciday-deciday	days	hours	GHz	milliJy	0.2460011574074074	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2006-Apr-30.573-May-1.072	1128.33800	12.0	4.8	0.157	0	0.022	yyyy-month-deciday-month-deciday	days	hours	GHz	milliJy	0.2494965277777777	https://ui.adsabs.harvard.edu/abs/2008A%26A...480...35V/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Jan-29	671.90000	NaN	4.86	0.324	0	0.028	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2012ApJ...759....4M/abstract	VLA-B^1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Mar-31	732.74000	NaN	4.86	0.196	0	0.031	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2012ApJ...759....4M/abstract	VLA-A^2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Apr-07	739.73000	NaN	4.86	0.27	0	0.029	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2012ApJ...759....4M/abstract	VLA-C^1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-May-14	777.06000	NaN	4.85	0.276	0	0.038	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2012ApJ...759....4M/abstract	WSRT^5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Jun-08	801.53000	NaN	4.86	0.279	0	0.027	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2012ApJ...759....4M/abstract	VLA-A^2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2005-Nov-27	974.51000	NaN	4.8	0.197	0	0.04	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2012ApJ...759....4M/abstract	WSRT^6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2006-Mar-22	1088.70000	NaN	4.86	0.169	0	0.031	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2012ApJ...759....4M/abstract	VLA-A^3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2006-Apr-30	1128.00000	NaN	4.8	0.149	0	0.034	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2012ApJ...759....4M/abstract	WSRT^7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2008-Feb-04	1773.30000	NaN	4.86	0.07	0	0.017	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2012ApJ...759....4M/abstract	VLA-A^4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-03-31-00:04-03:07	1.58212	NaN	86.253	58.6	0	0.5	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0635416666666666	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	14.1x4.0	55$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-03-31-00:04-03:07	1.58212	NaN	232.032	46.8	0	3.1	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0635416666666666	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	5.2x1.5	55$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-03-31-18:33-23:57	2.40122	NaN	98.473	58.2	0	0.6	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.1124999999999999	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	6.4x4.2	98$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-03-31-18:33-23:57	2.40122	NaN	238.5	40.6	0	2.1	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.1124999999999999	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	2.8x1.6	84$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-01-20:20-21:55	3.39601	NaN	86.673	51.7	0	0.9	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0329861111111111	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	9.1x4.2	98$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-01-20:20-21:55	3.39601	NaN	240.528	23.8	0	3.2	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0329861111111111	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	3.9x1.6	100$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-05-16:54-18:04	7.24427	NaN	115.447	40.4	0	3.7	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0243055555555555	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	10.3x3.1	-53$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-10-17:42-19:12	12.28455	NaN	86.244	23.5	0	0.4	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.03125	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	11.0x4.2	-62$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-10-17:42-19:12	12.28455	NaN	232.171	12.8	0	1.3	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.03125	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	4.5x1.5	-65$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-14-20:10-22:16	16.39983	NaN	91.333	14.9	0	0.4	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.04375	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	8.1x4.2	84$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-14-20:10-22:16	16.39983	NaN	217.029	9.2	0	2.2	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.04375	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	3.6x1.7	80$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-18-19:39-21:10	20.36615	NaN	115.271	7.7	0	1.0	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0315972222222222	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	6.3x3.3	90$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-18-19:39-21:10	20.36615	NaN	232.032	6.5	0	1.8	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0315972222222222	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	3.3x1.5	87$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-24-17:36-19:32	26.28941	NaN	96.25	4.7	0	0.7	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0402777777777778	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	8.2x4.0	-67$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-24-17:36-19:32	26.28941	NaN	241.48	0.0	0	3.8	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0402777777777778	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	3.5x1.4	105$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-05-03-15:59-19:49	35.26164	NaN	86.243	2.9	0	0.3	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0798611111111111	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	9.5x4.4	108$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-05-03-15:59-19:49	35.26164	NaN	233.467	1.4	0	1.3	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0798611111111111	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-6Dp	3.6x1.6	-76$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-05-16-13:20-15:57	48.12587	NaN	86.243	1.1	0	0.8	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0545138888888888	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-5Dp	12.4x5.3	-54$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-05-16-13:20-15:57	48.12587	NaN	231.49	0.0	0	10.1	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.0545138888888888	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-5Dp	4.6x1.9	-59$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-05-28-21:29-23:22	60.45018	NaN	84.443	0.4	0	0.7	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.039236111111111	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-5Dp	16.6x5.5	52$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-05-28-21:29-23:22	60.45018	NaN	238.5	0.0	0	8.0	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.039236111111111	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-5Dp	5.5x1.9	52$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-06-20-12:41-17:49	83.15122	NaN	95.434	0.6	0	1.3	yyyy-mm-dd-hh:mm-hh:mm	days	NaN	GHz	milliJy	0.1069444444444444	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	IRAM/PdB-4Dp	5.92x5.63	64$^{\circ}$	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Mar-29-Mar-30	0.01580	NaN	86.0	82.0	0	52.0	yyyy-month-deciday-month-deciday	days	NaN	GHz	milliJy	0.5	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	NaN	57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Mar-29-Mar-30	0.01580	NaN	215.0	201.0	0	308.0	yyyy-month-deciday-month-deciday	days	NaN	GHz	milliJy	0.5	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	NaN	23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Mar-30-Mar-31	1.01580	NaN	86.0	-2.0	0	78.0	yyyy-month-deciday-month-deciday	days	NaN	GHz	milliJy	0.5	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	NaN	57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Mar-30-Mar-31	1.01580	NaN	215.0	-49.0	0	262.0	yyyy-month-deciday-month-deciday	days	NaN	GHz	milliJy	0.5	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	NaN	23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Mar-31-Apr-01	2.01580	NaN	86.0	38.0	0	65.0	yyyy-month-deciday-month-deciday	days	NaN	GHz	milliJy	0.5	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	NaN	57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Mar-31-Apr-01	2.01580	NaN	215.0	-144.0	0	250.0	yyyy-month-deciday-month-deciday	days	NaN	GHz	milliJy	0.5	https://ui.adsabs.harvard.edu/abs/2005A%26A...440..477R/abstract	NaN	23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	5.09000	NaN	43.0	41.0	0	4.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	5.09000	NaN	90.0	65.0	0	9.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	5.14000	NaN	43.0	42.0	0	3.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	5.14000	NaN	90.0	67.0	0	9.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	5.19000	NaN	23.5	32.2	0	1.6	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	8.03000	NaN	43.0	48.0	0	3.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	8.03000	NaN	90.0	36.0	0	10.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	8.06000	NaN	43.0	39.0	0	3.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	8.14000	NaN	23.5	28.2	0	1.6	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
